,YStock,XStock,PValue,Beta(Slope),STD_ERR_Ratio,Alpha(Intercept),Close_STD_Error(Z-Score),Alpha:YPrice
0,6AZ2019,6NZ2019,0.0000,0.40,8.07,0.43,-0.54,62.911485003657646
1,6NZ2019,6AZ2019,0.0000,1.33,15.62,-0.26,1.92,-39.70071766681936
