Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2018-04-17,1.2436,1.2468,1.2391,1.2424,0.0015,1.2422,15551.0,10701.0
2018-04-18,1.2429,1.2451,1.2395,1.2428,0.0008,1.243,17652.0,10574.0
2018-04-19,1.2431,1.2452,1.238,1.2396,0.0041,1.2389,18229.0,11075.0
2018-04-20,1.2396,1.2403,1.2299,1.2339,0.0056,1.2333,18543.0,11493.0
2018-04-23,1.2332,1.2338,1.2247,1.2257,0.0079,1.2254,15962.0,11982.0
2018-04-24,1.226,1.2294,1.2229,1.228,0.0031,1.2285,17938.0,12572.0
2018-04-25,1.228,1.2286,1.2206,1.2206,0.0061,1.2224,17486.0,12537.0
2018-04-26,1.2208,1.2255,1.214,1.2147,0.0074,1.215,29267.0,13204.0
2018-04-27,1.2146,1.2178,1.2098,1.2174,0.0014,1.2164,23278.0,13458.0
2018-04-30,1.217,1.2181,1.2106,1.2121,0.0041,1.2123,19362.0,12637.0
2018-05-01,1.2118,1.2126,1.2022,1.2033,0.0087,1.2036,14194.0,13353.0
2018-05-02,1.2033,1.2071,1.1977,1.1989,0.0011,1.2025,21410.0,14184.0
2018-05-03,1.1992,1.2045,1.1984,1.2025,0.0004,1.2029,20342.0,13929.0
2018-05-04,1.2021,1.2031,1.1946,1.1998,0.003,1.1999,19574.0,13645.0
2018-05-07,1.1994,1.2013,1.1932,1.1958,0.004,1.1959,12667.0,14403.0
2018-05-08,1.1955,1.1972,1.1872,1.1896,0.0069,1.189,18036.0,14735.0
2018-05-09,1.1896,1.1929,1.1855,1.1883,0.0004,1.1894,15713.0,14799.0
2018-05-10,1.1882,1.1977,1.1874,1.1945,0.0062,1.1956,21117.0,14246.0
2018-05-11,1.1944,1.1997,1.1921,1.1973,0.0016,1.1972,14982.0,14136.0
2018-05-14,1.1975,1.2024,1.1955,1.1956,,1.1972,12545.0,14306.0
2018-05-15,1.197,1.197,1.1848,1.1866,0.0096,1.1876,18449.0,14467.0
2018-05-16,1.1867,1.1881,1.1791,1.1833,0.0048,1.1828,22076.0,14709.0
2018-05-17,1.1835,1.1861,1.1801,1.1819,0.0005,1.1823,18416.0,15391.0
2018-05-18,1.1819,1.1846,1.1773,1.1793,0.0026,1.1797,15378.0,15297.0
2018-05-21,1.1789,1.1819,1.1739,1.1814,0.0002,1.1795,14440.0,15824.0
2018-05-22,1.1815,1.1852,1.1779,1.1799,0.0005,1.18,17463.0,15682.0
2018-05-23,1.1798,1.181,1.1696,1.1718,0.0081,1.1719,31251.0,16212.0
2018-05-24,1.1718,1.1768,1.1709,1.1737,0.0026,1.1745,19839.0,16463.0
2018-05-25,1.1738,1.1752,1.1663,1.1665,0.0065,1.168,22792.0,16257.0
2018-05-29,1.1704,1.1746,1.1526,1.1556,0.0132,1.1548,52441.0,17279.0
2018-05-30,1.1558,1.1691,1.1533,1.168,0.012,1.1668,33689.0,17064.0
2018-05-31,1.1684,1.1736,1.1654,1.1705,0.0032,1.17,33289.0,14994.0
2018-06-01,1.1706,1.1729,1.1629,1.167,0.0025,1.1675,26996.0,14650.0
2018-06-04,1.1675,1.1757,1.1672,1.1709,0.0034,1.1709,18679.0,14399.0
2018-06-05,1.1707,1.1742,1.1662,1.1728,0.0015,1.1724,23936.0,14598.0
2018-06-06,1.1726,1.1805,1.1723,1.1783,0.0053,1.1777,23985.0,14973.0
2018-06-07,1.1784,1.1848,1.1782,1.1805,0.0037,1.1814,18045.0,14039.0
2018-06-08,1.1805,1.1816,1.1734,1.1773,0.0037,1.1777,17257.0,14849.0
2018-06-11,1.178,1.1826,1.1776,1.179,0.0016,1.1793,13861.0,14668.0
2018-06-12,1.1787,1.1815,1.1738,1.1749,0.0038,1.1755,14806.0,15003.0
2018-06-13,1.1751,1.1805,1.1729,1.1796,0.0022,1.1777,18035.0,14677.0
2018-06-14,1.1797,1.1855,1.1564,1.157,0.0183,1.1594,31757.0,14104.0
2018-06-15,1.1575,1.1627,1.1544,1.161,0.0013,1.1607,4849.0,12964.0
2018-06-18,1.1592,1.1629,1.1565,1.1601,0.0007,1.16,210.0,12653.0
2018-06-19,1.17,1.1725,1.161,1.1668,0.0042,1.1653,20225.0,5427.0
2018-06-20,1.1664,1.1677,1.1613,1.166,0.001,1.1663,14029.0,5185.0
2018-06-21,1.1649,1.1709,1.1582,1.1694,0.0035,1.1698,19555.0,5223.0
2018-06-22,1.168,1.175,1.1675,1.1735,0.0039,1.1737,19737.0,5527.0
2018-06-25,1.174,1.1787,1.1703,1.1782,0.0041,1.1778,15351.0,5611.0
2018-06-26,1.1776,1.1794,1.1707,1.1724,0.0055,1.1723,14747.0,5720.0
2018-06-27,1.1721,1.1745,1.1611,1.1614,0.0095,1.1628,14326.0,5917.0
2018-06-28,1.1625,1.167,1.1594,1.1624,0.0004,1.1624,15612.0,6385.0
2018-06-29,1.1631,1.1751,1.1625,1.1732,0.0112,1.1736,20975.0,6545.0
2018-07-02,1.1735,1.1747,1.1656,1.1684,0.0061,1.1675,11527.0,6395.0
2018-07-03,1.1694,1.1737,1.1686,1.1721,0.0039,1.1714,10358.0,6597.0
2018-07-05,1.1723,1.1781,1.1694,1.1753,0.0027,1.1741,16633.0,6613.0
2018-07-06,1.175,1.183,1.174,1.1805,0.0064,1.1805,11656.0,6618.0
2018-07-09,1.1818,1.1851,1.1793,1.1814,0.0004,1.1809,9369.0,6497.0
2018-07-10,1.181,1.1823,1.175,1.1804,0.0005,1.1804,10051.0,6423.0
2018-07-11,1.1799,1.1816,1.1723,1.1731,0.0074,1.173,14761.0,6713.0
2018-07-12,1.1729,1.1751,1.1704,1.1725,0.0004,1.1726,9131.0,7143.0
2018-07-13,1.1724,1.1741,1.1667,1.1741,0.0005,1.1731,9501.0,7228.0
2018-07-16,1.1742,1.1779,1.1729,1.1766,0.0036,1.1767,8043.0,7329.0
2018-07-17,1.1766,1.1798,1.1701,1.1714,0.0051,1.1716,10269.0,7338.0
2018-07-18,1.1713,1.1717,1.1653,1.169,0.0016,1.17,9928.0,7411.0
2018-07-19,1.1694,1.1728,1.1623,1.1691,0.0006,1.1694,16901.0,7692.0
2018-07-20,1.1693,1.1788,1.1674,1.1767,0.0079,1.1773,13344.0,7727.0
2018-07-23,1.1773,1.1801,1.1731,1.174,0.0036,1.1737,10006.0,7461.0
2018-07-24,1.174,1.1764,1.1702,1.173,0.0007,1.173,10581.0,7678.0
2018-07-25,1.1729,1.1785,1.1709,1.1773,0.0016,1.1746,12314.0,7739.0
2018-07-26,1.1769,1.1787,1.1683,1.1685,0.0057,1.1689,13008.0,7372.0
2018-07-27,1.1682,1.1707,1.1662,1.1699,0.001,1.1699,10801.0,7693.0
2018-07-30,1.1698,1.1761,1.1689,1.1746,0.0052,1.1751,10140.0,7692.0
2018-07-31,1.1748,1.1789,1.1725,1.173,0.0013,1.1738,14538.0,6820.0
2018-08-01,1.1728,1.174,1.1696,1.1699,0.0035,1.1703,7610.0,7183.0
2018-08-02,1.1699,1.1705,1.1619,1.1621,0.008,1.1623,9522.0,7297.0
2018-08-03,1.1621,1.1646,1.1595,1.1602,0.0009,1.1614,11749.0,8033.0
2018-08-06,1.1608,1.1608,1.1565,1.1593,0.0023,1.1591,7746.0,8432.0
2018-08-07,1.1587,1.1642,1.1585,1.1633,0.0037,1.1628,7927.0,8198.0
2018-08-08,1.1631,1.1662,1.1605,1.1642,0.0024,1.1652,10506.0,7962.0
2018-08-09,1.1647,1.165,1.1555,1.1556,0.0079,1.1573,10626.0,7993.0
2018-08-10,1.1559,1.1566,1.1417,1.144,0.0144,1.1429,29899.0,8859.0
2018-08-13,1.1417,1.1462,1.1394,1.1437,0.0006,1.1423,18099.0,9225.0
2018-08-14,1.1432,1.1456,1.1357,1.1371,0.0057,1.1366,13706.0,9181.0
2018-08-15,1.1374,1.1382,1.1327,1.1371,0.0006,1.1372,14379.0,9345.0
2018-08-16,1.137,1.1434,1.1359,1.14,0.0017,1.1389,15781.0,9124.0
2018-08-17,1.1399,1.1469,1.139,1.1461,0.0078,1.1467,13252.0,8867.0
2018-08-20,1.1461,1.1508,1.1416,1.1502,0.0023,1.149,11418.0,8824.0
2018-08-21,1.1511,1.1623,1.1507,1.1593,0.0104,1.1594,18780.0,8497.0
2018-08-22,1.1594,1.1644,1.1574,1.1619,0.0015,1.1609,13618.0,8337.0
2018-08-23,1.1617,1.1618,1.1549,1.156,0.0053,1.1556,14538.0,8058.0
2018-08-24,1.1561,1.1659,1.1553,1.164,0.0087,1.1643,17845.0,8347.0
2018-08-27,1.164,1.1711,1.1611,1.1695,0.0053,1.1696,14785.0,8048.0
2018-08-28,1.1695,1.175,1.168,1.1711,0.0015,1.1711,13749.0,7994.0
2018-08-29,1.1708,1.1727,1.1668,1.1724,0.0003,1.1714,13069.0,8034.0
2018-08-30,1.1722,1.1731,1.1652,1.1679,0.0037,1.1677,13934.0,8269.0
2018-08-31,1.1679,1.1703,1.1597,1.1614,0.0068,1.1609,15780.0,8483.0
2018-09-04,1.1614,1.1639,1.1541,1.1592,0.0018,1.1591,18428.0,8322.0
2018-09-05,1.1589,1.165,1.1553,1.164,0.0042,1.1633,18659.0,8270.0
2018-09-06,1.1641,1.1667,1.1613,1.1632,0.0001,1.1634,13993.0,8207.0
2018-09-07,1.1631,1.1656,1.1557,1.1558,0.0062,1.1572,17153.0,8140.0
2018-09-10,1.1558,1.1621,1.1531,1.16,0.003,1.1602,10428.0,8212.0
2018-09-11,1.16,1.1648,1.157,1.1609,0.0012,1.159,14466.0,7915.0
2018-09-12,1.1606,1.1654,1.1574,1.1629,0.0046,1.1636,16374.0,7567.0
2018-09-13,1.1629,1.1703,1.1611,1.1691,0.0057,1.1693,15911.0,7249.0
2018-09-14,1.1692,1.1723,1.1621,1.1624,0.0059,1.1634,3171.0,6348.0
