Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2017-11-21,2582.5,2601.5,2580.0,2597.0,14.5,2597.5,19919.0,99428.0
2017-11-22,2596.75,2601.25,2594.0,2594.75,1.75,2595.75,11087.0,108743.0
2017-11-24,2595.25,2604.0,2590.75,2602.25,6.25,2602.0,3916.0,113478.0
2017-11-27,2602.0,2606.5,2597.75,2604.25,1.25,2603.25,26588.0,114959.0
2017-11-28,2603.25,2628.75,2599.0,2627.5,24.25,2627.5,32446.0,128613.0
2017-11-29,2626.75,2636.0,2621.75,2627.5,0.5,2627.0,40480.0,143224.0
2017-11-30,2626.25,2660.75,2623.75,2644.5,23.0,2650.0,78035.0,161421.0
2017-12-01,2643.5,2652.75,2606.25,2644.75,4.0,2646.0,88107.0,196204.0
2017-12-04,2655.5,2667.25,2636.25,2638.75,5.5,2640.5,89662.0,218589.0
2017-12-05,2638.5,2650.75,2629.5,2630.0,10.0,2630.5,161592.0,258414.0
2017-12-06,2628.75,2637.25,2622.5,2634.25,1.5,2632.0,272241.0,366433.0
2017-12-07,2633.25,2643.75,2629.0,2642.0,10.25,2642.25,643085.0,522726.0
2017-12-08,2642.25,2655.25,2640.25,2654.75,11.75,2654.0,1322090.0,861700.0
2017-12-11,2655.0,2667.75,2652.25,2666.25,10.5,2664.5,1625569.0,1392934.0
2017-12-12,2666.0,2673.0,2663.25,2668.5,3.25,2667.75,1637864.0,2071077.0
2017-12-13,2667.75,2675.5,2659.25,2669.0,1.25,2669.0,1517947.0,2527944.0
2017-12-14,2668.5,2673.5,2651.75,2652.75,13.0,2656.0,1447124.0,2844874.0
2017-12-15,2652.75,2683.25,2652.5,2683.0,26.0,2682.0,1367826.0,2940089.0
2017-12-18,2684.25,2699.25,2684.25,2697.0,12.5,2696.0,3605.0,16705.0
2017-12-19,2696.25,2699.75,2684.5,2686.5,10.25,2685.75,2564.0,17181.0
2017-12-20,2686.75,2697.0,2680.75,2683.5,2.25,2683.5,2915.0,17988.0
2017-12-21,2683.0,2697.5,2682.75,2688.5,6.0,2689.5,3845.0,18864.0
2017-12-22,2688.75,2693.5,2684.25,2688.75,1.5,2688.0,3439.0,19550.0
2017-12-26,2690.5,2691.0,2685.25,2689.0,1.0,2689.0,1557.0,21220.0
2017-12-27,2689.75,2692.5,2683.25,2686.75,1.75,2687.25,3495.0,21508.0
2017-12-28,2686.5,2690.5,2685.0,2687.5,0.25,2687.5,3172.0,24126.0
2017-12-29,2687.5,2700.0,2669.5,2669.75,9.5,2678.0,6655.0,25387.0
2018-01-02,2676.25,2697.75,2676.25,2695.75,17.0,2695.0,6827.0,27078.0
2018-01-03,2696.0,2716.0,2694.75,2711.25,18.0,2713.0,4452.0,30007.0
2018-01-04,2712.0,2731.0,2711.0,2727.5,13.25,2726.25,1665.0,31725.0
2018-01-05,2728.0,2745.75,2726.75,2745.25,19.0,2745.25,7148.0,32109.0
2018-01-08,2744.5,2750.75,2739.0,2749.75,4.0,2749.25,3185.0,33044.0
2018-01-09,2749.5,2762.5,2745.5,2753.0,5.75,2755.0,2535.0,34050.0
2018-01-10,2753.0,2754.5,2739.5,2753.5,1.75,2753.25,3719.0,34961.0
2018-01-11,2753.0,2773.25,2750.5,2772.25,19.0,2772.25,5568.0,35566.0
2018-01-12,2772.0,2792.75,2769.75,2792.25,19.5,2791.75,9969.0,38471.0
2018-01-16,2793.75,2812.0,2773.0,2786.5,5.75,2786.0,12201.0,44575.0
2018-01-17,2783.5,2813.25,2782.75,2807.5,21.5,2807.5,4627.0,49128.0
2018-01-18,2808.0,2811.75,2798.0,2801.0,7.5,2800.0,10978.0,50931.0
2018-01-19,2801.75,2819.0,2796.0,2817.0,15.0,2815.0,11255.0,54142.0
2018-01-22,2808.0,2843.0,2806.5,2840.25,24.75,2839.75,11465.0,60874.0
2018-01-23,2840.0,2849.0,2833.75,2843.0,4.5,2844.25,7604.0,65024.0
2018-01-24,2843.5,2859.75,2829.75,2845.0,1.0,2845.25,20440.0,66139.0
2018-01-25,2842.25,2858.25,2835.0,2846.5,0.25,2845.5,29768.0,71851.0
2018-01-26,2846.0,2880.0,2846.0,2879.0,33.5,2879.0,4612.0,74510.0
2018-01-29,2879.5,2883.25,2856.5,2857.5,20.75,2858.25,26938.0,75263.0
2018-01-30,2860.0,2862.25,2823.25,2827.75,29.0,2829.25,47396.0,76616.0
2018-01-31,2828.75,2844.25,2817.25,2831.0,1.0,2830.25,52567.0,82861.0
2018-02-01,2834.0,2841.75,2814.25,2828.25,3.25,2827.0,15555.0,87846.0
2018-02-02,2830.5,2835.0,2759.75,2761.25,66.0,2761.0,18576.0,88687.0
2018-02-05,2761.0,2767.0,2597.25,2623.5,150.0,2611.0,33842.0,90882.0
2018-02-06,2627.0,2702.0,2532.5,2687.25,87.0,2698.0,33437.0,94127.0
2018-02-07,2687.0,2730.5,2664.5,2671.25,26.5,2671.5,30764.0,98629.0
2018-02-08,2666.75,2689.75,2580.0,2599.5,75.5,2596.0,24271.0,103692.0
2018-02-09,2597.75,2640.0,2533.0,2624.0,25.75,2621.75,23371.0,112909.0
2018-02-12,2630.75,2674.25,2623.25,2655.75,36.5,2658.25,8489.0,114813.0
2018-02-13,2656.5,2670.5,2637.5,2666.0,6.5,2664.75,12934.0,114479.0
2018-02-14,2665.75,2705.25,2630.25,2699.75,35.75,2700.5,14035.0,113728.0
2018-02-15,2699.5,2740.0,2692.5,2738.0,37.25,2737.75,28117.0,114417.0
2018-02-16,2738.25,2759.0,2726.25,2740.25,1.25,2739.0,17801.0,111408.0
2018-02-20,2737.5,2752.0,2710.25,2719.25,20.75,2718.25,8969.0,113106.0
2018-02-21,2719.25,2752.0,2698.0,2703.25,15.25,2703.0,20017.0,114730.0
2018-02-22,2702.75,2735.25,2686.75,2718.25,12.75,2715.75,14730.0,111617.0
2018-02-23,2717.0,2754.5,2714.25,2750.0,37.5,2753.25,14968.0,111790.0
2018-02-26,2755.25,2791.0,2744.5,2788.0,36.25,2789.5,21450.0,114204.0
2018-02-27,2787.75,2795.0,2747.5,2752.5,36.75,2752.75,33347.0,120497.0
2018-02-28,2751.75,2767.0,2716.75,2724.5,33.25,2719.5,34816.0,128048.0
2018-03-01,2723.75,2736.0,2663.5,2684.25,36.5,2683.0,55226.0,132275.0
2018-03-02,2684.5,2700.5,2651.75,2694.25,11.75,2694.75,41669.0,150298.0
2018-03-05,2688.25,2732.5,2669.0,2724.25,28.25,2723.0,55825.0,161670.0
2018-03-06,2723.75,2739.0,2715.25,2728.5,6.0,2729.0,127287.0,168640.0
2018-03-07,2708.0,2735.25,2686.5,2727.25,0.75,2728.25,237628.0,199997.0
2018-03-08,2728.5,2745.5,2724.25,2743.25,16.0,2744.25,651752.0,311422.0
2018-03-09,2742.0,2792.0,2735.5,2788.0,44.5,2788.75,1478513.0,652394.0
2018-03-12,2788.75,2805.25,2783.75,2788.25,0.25,2789.0,1644022.0,1166354.0
2018-03-13,2787.0,2807.25,2762.5,2768.25,16.25,2772.75,2214109.0,1857383.0
2018-03-14,2767.0,2783.5,2748.25,2755.25,18.75,2754.0,1905137.0,2385499.0
2018-03-15,2754.75,2767.25,2745.0,2758.5,1.5,2755.5,1379034.0,2609150.0
2018-03-16,2757.5,2766.25,2750.25,2755.5,0.5,2756.0,1105950.0,2665457.0
2018-03-19,2763.0,2763.0,2703.25,2729.0,33.75,2729.25,4865.0,23249.0
2018-03-20,2726.5,2735.75,2719.0,2730.25,1.0,2730.25,2181.0,24520.0
