1, BOT +1 DBL DIAG SPX 100 (Weeklys) 5 JUL 19/7 JUN 19 3000/2900/2985/2920 CALL/PUT/CALL/PUT @18.00 CBOE
1, SOLD -1 VERTICAL SPX 100 (Weeklys) 7 JUN 19 2970/2985 CALL @4.70 CBOE
2, SOLD -1 2/-3 CUSTOM SPX 100 (Weeklys) 29 MAY 19/29 MAY 19 2965/2985 CALL/CALL @3.95
3, SOLD -1 3/-5 CUSTOM SPX 100 (Weeklys) 24 MAY 19/24 MAY 19 2920/2950 CALL/CALL @10.50 CBOE
2, SOLD -1 2/3 BACKRATIO SPX 100 (Weeklys) 29 MAY 19 2965/2985 CALL @-3.85 CBOE
4, BOT +1 SPX 100 (Weeklys) 20 MAY 19 2860 PUT @33.50 CBOE
4, SOLD -1 SPX 100 (Weeklys) 20 MAY 19 2860 PUT @36.50 CBOE
