,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
0,esu18,Unnamed: 0,0.00,-1.42,0.17,2852.10,1.42
1,nqu18,Unnamed: 0,0.00,-6.09,0.17,7503.12,1.03
2,ymu18,Unnamed: 0,0.00,-8.08,0.17,25445.85,1.43
3,esu18,nqu18,0.00,0.24,1.99,1032.53,1.57
4,ymu18,esu18,0.00,7.13,3.08,5261.94,1.60
5,ymu18,nqu18,0.00,1.59,1.99,13599.62,1.59
