Time,Open,High,Low,Last,Change,Volume
06/13/18,134.72,135.49,131.63,132.28,-1.9,57300
06/12/18,130.83,134.77,130.83,134.18,3.35,88500
06/11/18,130.01,131.5,126.835,130.83,1.13,40300
06/08/18,128.88,130.83,128.79,129.7,0.28999999999999,62300
06/07/18,127.4,129.5,127,129.41,2.44,43000
06/06/18,128.21,128.49,126.55,126.97,-1.33,43200
06/05/18,129.79,129.975,127.25,128.3,-1.14,38500
06/04/18,127.57,129.74,126.41,129.44,2.78,62900
06/01/18,127.73,127.97,126.11,126.66,-0.75,48500
05/31/18,129.64,130.43,125.08,127.41,-1.88,62700
05/30/18,128,131.085,127.795,129.29,0.79999999999998,54000
05/29/18,126.73,129,126.73,128.49,1.52,54000
05/25/18,127.57,129.03,126.62,126.97,-0.47,53800
05/24/18,128.27,130.08,127.01,127.44,-1.32,59000
05/23/18,128.65,129.72,127.24,128.76,0.12,52100
05/22/18,129.23,129.23,127.17,128.64,-0.63000000000002,39100
05/21/18,129.71,130.62,128.46,129.27,0.010000000000019,51300
05/18/18,130.12,130.34,128.3,129.26,-0.5,50500
05/17/18,126.48,130.84,126.25,129.76,3.28,106700
05/16/18,127.21,128.617,125.555,126.48,-0.73999999999999,88200
05/15/18,126.65,130.2,125.75,127.22,0.42,130400
05/14/18,130.85,132,126.75,126.8,-4.05,191300
05/11/18,137.82,139.85,130,130.85,-6.81,156500
05/10/18,134.3,140.865,133.5,137.66,4.55,219600
05/09/18,159.75,159.86,132.67,133.11,-35.75,432200
05/08/18,165.07,170.15,164,168.86,3.56,50800
05/07/18,164.84,168.06,164.44,165.3,0.43000000000001,41500
05/04/18,162.76,166.56,162.03,164.87,2.47,27000
05/03/18,163.78,166.3,162.05,162.4,-2.05,28500
05/02/18,169.02,169.02,164.12,164.45,-4.56,28800
05/01/18,168.18,169.45,165.67,169.01,0.62,29200
04/30/18,168.13,169.33,167,168.39,0.88999999999999,30800
04/27/18,169.07,169.47,166.12,167.5,-1.28,49300
04/26/18,165.9,169.51,165.9,168.78,3.06,26200
04/25/18,167.44,169.25,164.58,165.72,-1.48,30900
04/24/18,169.28,169.41,166.27,167.2,-1.35,23700
04/23/18,170.07,171.825,160,168.55,-1.22,35300
04/20/18,169.27,170.83,168.46,169.77,0.42000000000002,58900
04/19/18,174.11,174.11,169.34,169.35,-4.92,38800
04/18/18,175.5,176.48,173.98,174.27,-1.21,67700
04/17/18,175.82,177.155,171.38,175.48,0.38,47700
04/16/18,173.7,175.89,173.29,175.1,2.42,20800
04/13/18,173,174.91,171.3,172.68,0.31999999999999,26000
04/12/18,174.11,175.565,172,172.36,-1.72,22000
04/11/18,173.81,175,172.28,174.08,-0.66999999999999,37400
04/10/18,176.13,177.2,173.36,174.75,-0.13,45500
04/09/18,175.69,177.3,174.55,174.88,0.13,34700
04/06/18,175.25,176.7,172.81,174.75,-1.97,31400
04/05/18,179.1,179.1,175.78,176.72,-1.04,52100
04/04/18,172,178.95,171.83,177.76,3.72,56000
04/03/18,171.32,174.99,169.98,174.04,3.74,35400
04/02/18,172.64,173.66,168.755,170.3,-2.37,51900
03/29/18,175.24,177.63,172.65,172.67,-1.51,82700
03/28/18,172.94,175.39,171.7,174.18,1.63,18600
03/27/18,174.1,177.24,171.82,172.55,-1.01,30400
03/26/18,171.71,174.255,170.8,173.56,3.97,44500
03/23/18,175.42,175.615,168.54,169.59,-6.08,27700
03/22/18,175.45,177.32,174.5,175.67,-0.83000000000001,47600
03/21/18,178.78,179.04,176.5,176.5,-2.6,22400
03/20/18,179.5,180.99,177.01,179.1,-0.25,26500
03/19/18,182,182.2,178.21,179.35,-3.09,45400
03/16/18,179.84,182.69,179.01,182.44,2.94,75800
03/15/18,183.9,184.585,179.12,179.5,-4.41,53700
03/14/18,186.71,187.5,183.45,183.91,-2.58,44400
03/13/18,187.89,188.22,186,186.49,-0.98999999999998,35100
03/12/18,187.82,189.99,186.135,187.48,-0.38000000000002,30900
03/09/18,189.33,190.24,185.16,187.86,-0.94999999999999,47500
03/08/18,185.99,189.7,185.31,188.81,3.5,32700
03/07/18,185.53,189.93,184.19,185.31,-3.47,48400
03/06/18,185.86,189,184.46,188.78,2.78,59400
03/05/18,189.16,190.49,185.95,186,-5.2,45500
03/02/18,184.81,192.84,183.27,191.2,5.69,73300
03/01/18,187.17,189.33,182.06,185.51,-1.1,42400
02/28/18,187.19,190.82,183.47,186.61,4.41,59400
02/27/18,185.46,187.1,182.2,182.2,-3.42,61600
02/26/18,182.83,186.31,182.83,185.62,3.45,52900
02/23/18,183.35,184,181.5,182.17,-0.87,36200
02/22/18,183.75,185.44,182.01,183.04,-0.48000000000002,44600
02/21/18,185.95,188.205,183.09,183.52,-2.21,46700
02/20/18,190.44,190.44,185,185.73,-4.96,35700
02/16/18,191.11,194.85,188.89,190.69,1.67,42600
02/15/18,185.03,190.2,185,189.02,5.23,31700
02/14/18,182.71,185.965,182.71,183.79,0.38,36800
02/13/18,181.1,184.99,180,183.41,2.44,57900
02/12/18,184.11,185.64,180.48,180.97,-1.32,63500
02/09/18,184.48,187.475,178.49,182.29,-0.29000000000002,52900
02/08/18,187.61,188.61,182.58,182.58,-5.03,56000
02/07/18,185.03,189.07,184,187.61,3.05,40400
02/06/18,182.09,188.31,180.39,184.56,-2.14,69000
02/05/18,198.43,199,185.78,186.7,-12.54,66300
02/02/18,201.51,204.96,198.03,199.24,-3.6,93300
02/01/18,201.78,206.26,201.35,202.84,0.31999999999999,80300
01/31/18,203,204.105,201,202.52,-0.57999999999998,42800
01/30/18,201.28,204.09,201.08,203.1,1.04,32100
01/29/18,205.91,207.495,201.78,202.06,-4.88,63600
01/26/18,204.95,207.415,203.37,206.94,2.51,62300
01/25/18,205.89,206.86,202.72,204.43,-1.08,56800
01/24/18,207.08,208,204,205.51,-0.85000000000002,62200
01/23/18,206.6,207.08,205.12,206.36,0.37,43300
01/22/18,207.51,209.74,204.01,205.99,-1.28,53600
01/19/18,203.12,208,203.12,207.27,4.31,58900
01/18/18,204.1,206,202,202.96,-1.29,54200
01/17/18,202.15,205.49,200.94,204.25,2.56,45300
01/16/18,202.06,203.75,200.005,201.69,1.18,55500
01/12/18,204.02,205.69,200.005,200.51,-3.45,51800
01/11/18,206.58,207.4,202.99,203.96,-1.22,63100
01/10/18,205.08,206.87,201.835,205.18,-0.31999999999999,45200
01/09/18,209,213.49,205.15,205.5,-3.45,65300
01/08/18,202,209.47,200.75,208.95,6.95,59900
01/05/18,206,206.11,200.51,202,-3.51,54200
01/04/18,209,211.5,205.01,205.51,-3.49,56100
01/03/18,211,211.9,208,209,-2.28,42200
01/02/18,214,216.12,210.21,211.28,-3.98,64900
12/29/17,218.16,218.9,215,215.26,-1.57,38200
12/28/17,219.56,220.4,216.82,216.83,-2.69,40800
12/27/17,218.09,220.125,216.81,219.52,0.86000000000001,76300
12/26/17,222,222.97,217.64,218.66,-3.31,68300
12/22/17,225.3,227.45,221.57,221.97,-2.09,30900
12/21/17,223.05,229.43,222.07,224.06,1.49,79800
12/20/17,221.07,223.95,220.91,222.57,0.22999999999999,30800
12/19/17,224.85,225.5,221.27,222.34,-2.27,51700
12/18/17,227.91,230,223.25,224.61,-1.78,41000
12/15/17,217.31,226.48,216.08,226.39,9.59,169800
12/14/17,219.7,220,216,216.8,-1.74,62400
12/13/17,223.2,226.3,218.18,218.54,-4.69,66500
12/12/17,227.41,229.47,222.01,223.23,-4.29,71400
12/11/17,225.01,229.005,222.1,227.52,2.55,73600
12/08/17,226.91,226.91,220.29,224.97,-0.22999999999999,67700
12/07/17,218.97,225.25,213.35,225.2,6.32,70000
12/06/17,211.34,220,211.34,218.88,7.28,35700
12/05/17,212.31,213.49,210.38,211.6,-1.09,37100
12/04/17,218.3,219.5,212.1,212.69,-4.24,52600
12/01/17,215.02,218.59,212.4,216.93,1.22,50400
11/30/17,212.16,216.12,211.5,215.71,4.27,59700
11/29/17,209.13,212.64,207.5,211.44,4.39,67800
11/28/17,205.15,209.54,203.85,207.05,1.54,78700
11/27/17,203.85,206.25,203.14,205.51,0.95999999999998,47100
11/24/17,204.08,206.58,202.5,204.55,0,17800
11/22/17,206.64,207.48,203.99,204.55,-2.87,40400
11/21/17,204.26,207.42,203.14,207.42,3.16,47000
11/20/17,202.86,204.5,200,204.26,1.52,63200
11/17/17,202.83,205.5,202.23,202.74,-1.68,36900
11/16/17,200.11,205.59,200.11,204.42,4.54,59500
11/15/17,201.84,203.864,198.905,199.88,-4.27,59600
11/14/17,202.25,207.2,202.25,204.15,2.03,78700
11/13/17,195.87,204.79,195.87,202.12,6.25,57200
11/10/17,197.48,200.6,194.335,195.87,-2.135,61000
11/09/17,204.56,204.7,198,198.005,-8.255,80200
11/08/17,220.3,220.3,182.26,206.26,-17.67,360600
11/07/17,224.12,225.25,221.36,223.93,-0.32999999999998,38900
11/06/17,223.56,225.245,223,224.26,0.069999999999993,31100
11/03/17,225.2,225.8,222.33,224.19,-0.22999999999999,21400
11/02/17,225.13,225.9,223.36,224.42,-0.28,19700
11/01/17,226.25,228.11,224.06,224.7,-0.86000000000001,34500
10/31/17,222.32,227.69,221.57,225.56,4.54,31300
10/30/17,222.16,223.36,220.25,221.02,-1.55,22600
10/27/17,223.14,225.34,221.97,222.57,-1.29,28700
10/26/17,222.95,225.775,222.65,223.86,0.47000000000003,22900
10/25/17,223.4,224.59,220.9,223.39,-0.41000000000003,22500
10/24/17,225.31,225.915,221.82,223.8,-0.41999999999999,29700
10/23/17,225.41,226.49,224.01,224.22,-0.62,32500
10/20/17,227.47,227.9,224.17,224.84,-0.90000000000001,19100
10/19/17,226.3,227.3,223.81,225.74,-0.53999999999999,26500
10/18/17,226,227.955,222.5,226.28,0.38,20400
10/17/17,227,227.23,222.79,225.9,-1.2,38500
10/16/17,224.85,228.03,224.85,227.1,1.8,30900
10/13/17,225.99,227.9,225.3,225.3,-0.20999999999998,28300
10/12/17,226.37,226.4,224.66,225.51,-0.86000000000001,27600
10/11/17,223.37,227.37,223.37,226.37,3.05,40100
10/10/17,221.48,223.49,219.96,223.32,2.72,36100
10/09/17,219.5,223.4,218.91,220.6,1.69,40700
10/06/17,221.13,221.13,217.9,218.91,-2.62,33700
10/05/17,221.6,223.47,220.12,221.53,1.08,49000
10/04/17,219.45,220.91,217.765,220.45,1.45,20300
10/03/17,219.01,219.8,217.12,219,1.04,38200
10/02/17,216.92,218.92,215.485,217.96,2.21,30600
09/29/17,215.69,218.13,213.67,215.75,0.74000000000001,31800
09/28/17,213.1,216.27,210.87,215.01,1.96,47100
09/27/17,211.11,213.54,208.005,213.05,2.8,47100
09/26/17,210.18,214,208.79,210.25,-0.37,42200
09/25/17,208.57,211.01,208.57,210.62,1.32,39500
09/22/17,209.05,210.8,208.42,209.3,0.53,29600
09/21/17,208.95,209.809,207.805,208.77,-0.81,27900
09/20/17,210.77,212.135,208,209.58,-1.81,31500
09/19/17,211.18,214.63,209.285,211.39,0.5,33400
09/18/17,208.41,211.97,208.41,210.89,2,41200
09/15/17,208.05,209.95,206.81,208.89,-0.10000000000002,74700
09/14/17,210.99,210.99,207.37,208.99,-2.19,32800
09/13/17,212.62,214.63,210.24,211.18,-1.71,21700
09/12/17,216.46,216.5,211.95,212.89,-2.17,19300
09/11/17,213.94,216.68,212.83,215.06,2.77,29600
09/08/17,210.27,212.5,210.27,212.29,-0.18000000000001,15500
09/07/17,212.91,212.91,210.83,212.47,-0.030000000000001,23600
09/06/17,210.58,213.07,209.72,212.5,1.75,23600
09/05/17,212.99,212.99,209.45,210.75,-2.2,22500
09/01/17,213.81,217.09,208.65,212.95,-0.64000000000001,27800
08/31/17,212.33,217.45,212.33,213.59,1.92,40400
08/30/17,209.83,212.95,209.83,211.67,2.09,32700
08/29/17,205.64,209.99,205.64,209.58,3.62,34600
08/28/17,202.15,206.2,202.15,205.96,3.32,22700
08/25/17,208.98,210,202.5,202.64,-5.55,28900
08/24/17,208.73,209.49,206.06,208.19,-0.53999999999999,35000
08/23/17,209.3,210.9,207.215,208.73,-1.34,26600
08/22/17,205.64,211.74,204.63,210.07,4.89,28100
08/21/17,204.87,207.78,204,205.18,0.51000000000002,25800
08/18/17,206.22,208.11,201.54,204.67,-3.55,29300
08/17/17,213.34,215.77,206.16,208.22,-5.14,36900
08/16/17,212.2,213.62,212.2,213.36,1.16,27800
08/15/17,211.49,212.54,208.55,212.2,1.66,28700
08/14/17,210.79,211.73,209.01,210.54,1.73,36700
08/11/17,211.08,212.72,208.8,208.81,-2.16,31700
08/10/17,208.01,212.14,208.01,210.97,4.135,62400
08/09/17,241.94,241.94,200.1,206.835,-35.615,148300
08/08/17,242.18,244.8,240.3,242.45,-0.070000000000022,28800
08/07/17,239.1,242.965,239.1,242.52,3.72,15700
08/04/17,239.92,240.13,237,238.8,0.40000000000001,13200
08/03/17,241.605,241.605,237.5,238.4,-0.099999999999994,17200
08/02/17,240.05,240.97,236.37,238.5,-1.58,21400
08/01/17,241.92,242.33,239.82,240.08,-0.0099999999999909,22400
07/31/17,241.57,244.54,239.19,240.09,-0.44999999999999,23700
07/28/17,243.61,245.5,239.56,240.54,-3.5,21100
07/27/17,242.53,249.54,242.53,244.04,2.17,36500
07/26/17,239.39,242.19,238.67,241.87,3.78,22300
07/25/17,239.48,239.7,237,238.09,-0.24000000000001,15400
07/24/17,241.86,241.86,237.5,238.33,-2.53,33700
07/21/17,243.22,244.67,239.85,240.86,-0.94,29600
07/20/17,238.03,242.73,236.42,241.8,5.4,36300
07/19/17,234.15,238.83,234.15,236.4,2.25,37600
07/18/17,236.65,238.95,234.12,234.15,-2.67,40900
07/17/17,235,239.5,232.52,236.82,1.27,51200
07/14/17,229.48,236,229.48,235.55,5.71,34000
07/13/17,232.21,232.21,225.76,229.84,-2.47,28900
07/12/17,228.68,232.31,228.5,232.31,4.82,32700
07/11/17,225.96,229.77,225.96,227.49,0.93000000000001,43800
07/10/17,228.97,229.48,225.22,226.56,-0.40000000000001,49100
07/07/17,225.55,229.7,225.12,226.96,2.42,23800
07/06/17,222.78,226.14,220.81,224.54,-0.34,25100
07/05/17,224.26,225.33,221.45,224.88,0.62,29400
07/03/17,229.08,229.96,223.51,224.26,-4.61,12400
06/30/17,232.01,234.54,228.44,228.87,-1.88,19100
06/29/17,233.52,234.21,229.88,230.75,-2.36,18300
06/28/17,228.07,234.93,228.07,233.11,5.74,26000
06/27/17,232.73,232.86,227.37,227.37,-6.45,31000
06/26/17,235.79,237.58,232.61,233.82,-1.84,39500
06/23/17,233.13,235.73,231.64,235.66,2.61,33500
06/22/17,234.83,235.09,233.04,233.05,-1.74,19800
06/21/17,234.95,236.5,232.61,234.79,-0.59,19100
06/20/17,235.67,235.76,232.85,235.38,-0.50999999999999,31700
06/19/17,234.7,237.85,234.7,235.89,1.73,22100
06/16/17,237.16,237.26,231.28,234.16,-4.71,59800
06/15/17,233.98,240.45,231.51,238.87,2.65,37900
06/14/17,232,236.52,231.74,236.22,4.53,25900
06/13/17,229.57,231.69,227.94,231.69,3.05,40000
06/12/17,226.52,229.89,224,228.64,1.58,26600
06/09/17,229.11,232.38,225,227.06,-1.79,28600
06/08/17,230.22,231.1,226.03,228.85,-1.26,30700
06/07/17,226.66,230.42,225.25,230.11,3.7,30100
06/06/17,225.99,229.56,224.02,226.41,0.5,44000
06/05/17,232.94,232.94,225.91,225.91,-5.84,52900
06/02/17,232.78,235.78,231.22,231.75,0.53999999999999,47600
06/01/17,228.48,231.46,225.28,231.21,3.47,57500
05/31/17,228.2,228.2,225.14,227.74,0.33000000000001,84100
05/30/17,226.02,228.5,223.55,227.41,1.74,67600
05/26/17,224.4,228.7,222.2,225.67,2.61,46400
05/25/17,226.55,229.84,219.54,223.06,-2.19,71200
05/24/17,215.85,227.23,215.65,225.25,10.14,104300
05/23/17,215.81,217.7,213,215.11,0.69000000000003,43000
05/22/17,205.47,216.05,205.46,214.42,10,66100
05/19/17,201.89,205.5,200.91,204.42,2.86,45700
05/18/17,200.17,203.51,199.64,201.56,1.74,70500
05/17/17,198.22,201.63,197.53,199.82,-0.29000000000002,68300
05/16/17,199.99,202,199.14,200.11,0.81,64400
05/15/17,199.67,202.45,199.1,199.3,-0.63,53900
05/12/17,204.54,204.54,198.11,199.93,-3.74,39800
05/11/17,205.09,206.5,202.74,203.67,-0.90000000000001,51100
05/10/17,202.01,209,195.95,204.57,1.42,91200
05/09/17,204.73,205.68,202.05,203.15,-1.85,46000
05/08/17,205.74,206.34,203.36,205,-0.74000000000001,37800
05/05/17,205.38,206.38,203.33,205.74,0.59,31300
05/04/17,204.7,205.88,203.25,205.15,0.96000000000001,41100
05/03/17,206.7,210.76,203.5,204.19,-2.81,51600
05/02/17,210.61,213.65,206.9,207,-2.65,60300
05/01/17,213.36,214.54,208.18,209.65,-2.21,38700
04/28/17,210.11,213.39,207.49,211.86,1.94,30700
04/27/17,208.62,211.21,208.46,209.92,1.57,37400
04/26/17,206.11,210.18,205.73,208.35,1.06,33900
04/25/17,210.68,214.71,205.75,207.29,-1.81,77900
04/24/17,206.02,210.89,206.02,209.1,4.2,31400
04/21/17,209.3,209.55,203.42,204.9,-4.92,34200
04/20/17,208.82,210.25,207.5,209.82,1.59,37200
04/19/17,208.51,209.34,207.17,208.23,0.84,18600
04/18/17,207.4,209.92,205.01,207.39,-0.060000000000002,27800
04/17/17,203.29,207.56,203,207.45,5.27,19600
04/13/17,201.77,204.78,201.63,202.18,-0.32999999999998,23800
04/12/17,203.77,204.01,200.91,202.51,-1.4,19800
04/11/17,204.59,204.59,202.73,203.91,-0.43000000000001,23000
04/10/17,199.46,205.7,199.46,204.34,5.13,35400
04/07/17,198.46,200.36,198.42,199.21,0.54000000000002,51700
04/06/17,199.8,199.8,198.1,198.67,-1,25600
04/05/17,202.45,202.45,199.65,199.67,-2.35,32700
04/04/17,199.32,202.65,199.32,202.02,2.71,40300
04/03/17,206.1,206.1,199.08,199.31,-6.71,48000
03/31/17,203.56,207.4,203.34,206.02,2.27,54200
03/30/17,202.94,204.24,201,203.75,1.49,38300
03/29/17,201.6,202.9,200.32,202.26,0.25999999999999,39700
03/28/17,199.21,202.43,198.05,202,2.62,48800
03/27/17,196.2,200.75,196,199.38,2.1,45000
03/24/17,198.79,198.9,197.14,197.28,-1.24,32800
03/23/17,195.05,200.58,195.05,198.52,2.69,71800
03/22/17,193.69,196.7,193.69,195.83,0.83000000000001,64400
03/21/17,195.62,198,194.5,195,-0.22999999999999,84100
03/20/17,194.27,195.7,192.64,195.23,1.2,45400
03/17/17,192.08,195.74,192.08,194.03,1.65,120600
03/16/17,188.76,193.78,188.76,192.38,3.34,104800
03/15/17,185.62,191.6,183.19,189.04,2.54,929400
03/14/17,179.49,188.39,178.5,186.5,15.28,256000
03/13/17,170.93,173.32,170.93,171.22,-0.52000000000001,23800
03/10/17,174.23,176.85,171.32,171.74,-1.26,21900
03/09/17,172.1,179.57,172,173,-1.35,40700
03/08/17,174.56,175.99,172.19,174.35,-0.20000000000002,28300
03/07/17,172.98,175.96,172.98,174.55,1.14,15900
03/06/17,173.8,175.15,173.16,173.41,-0.88,19000
03/03/17,173.99,174.82,172.27,174.29,0.26999999999998,19000
03/02/17,174.43,174.75,173.07,174.02,-0.48999999999998,15500
03/01/17,172.6,175.79,172.6,174.51,2.44,32700
02/28/17,176.69,176.69,171.5,172.07,-4.33,29200
02/27/17,177.74,178.28,175.02,176.4,-0.91999999999999,30700
02/24/17,179.8,180.07,176.44,177.32,-3.52,16600
02/23/17,180.92,181.23,177.33,180.84,0.27000000000001,18600
02/22/17,180.73,181.15,178.83,180.57,-0.52000000000001,19300
02/21/17,177.85,181.27,177.85,181.09,4.03,33000
02/17/17,175.53,177.6,175.53,177.06,1.97,19700
02/16/17,174.1,175.12,174.1,175.09,0.65000000000001,11000
02/15/17,174.4,175.05,174.07,174.44,0.16,18200
02/14/17,176.4,176.41,174.2,174.28,-2.22,13900
02/13/17,176.5,176.91,174.32,176.5,-0.5,22100
02/10/17,177.3,177.43,174.83,177,0.59999999999999,10000
02/09/17,173.89,178.48,172.86,176.4,3.41,31000
02/08/17,183.98,183.98,171.76,172.99,0.65000000000001,18500
02/07/17,171.41,173.48,170.77,172.34,1.05,26100
02/06/17,170.95,171.99,170.63,171.29,0.13,15300
02/03/17,169.5,171.57,169.5,171.16,1.84,18000
02/02/17,168.8,169.8,168.68,169.32,1.1,14600
02/01/17,169.79,169.82,167.54,168.22,-0.62,27400
01/31/17,164.09,169.33,162.3,168.84,4.34,26000
01/30/17,165.1,165.37,162.98,164.5,-1.41,16700
01/27/17,166.26,166.96,165.28,165.91,-0.58000000000001,14300
01/26/17,168.53,168.98,165.89,166.49,-2.86,20900
01/25/17,169.6,170.26,168.8,169.35,-0.25,32100
01/24/17,167.3,170,167.3,169.6,1.91,23700
01/23/17,166.27,169.13,166.21,167.69,1.05,16600
01/20/17,166.7,168.05,166.01,166.64,0.22999999999999,14800
01/19/17,167.17,167.99,166.28,166.41,-1.59,13900
01/18/17,167.04,168.25,165.6,168,1.29,18200
01/17/17,169.16,169.99,166.05,166.71,-3.39,23200
01/13/17,168.7,170.14,167.8,170.1,0.79999999999998,24500
01/12/17,170.52,170.52,168.37,169.3,-1.62,17000
01/11/17,171,171.08,169.77,170.92,-0.81,20900
01/10/17,172.39,173.01,170.15,171.73,-1.44,27300
01/09/17,177,177,172.3,173.17,-4.04,35300
01/06/17,178.88,179.6,176.01,177.21,-2.09,21700
01/05/17,180.01,181,178.01,179.3,-0.66,20800
01/04/17,179.89,181,176.07,179.96,0.26000000000002,17900
01/03/17,178.72,180.74,174.6,179.7,0.84999999999999,31500
12/30/16,178.27,179.9,177.2,178.85,-0.20000000000002,30400
12/29/16,177.8,180.7,177.8,179.05,0.35000000000002,25700
12/28/16,179.23,180.06,177.63,178.7,-0.38000000000002,24000
12/27/16,178.31,182.26,178.01,179.08,1.52,47300
12/23/16,174,178.05,174,177.56,2.89,18600
12/22/16,176.27,176.27,172.66,174.67,-2.54,25400
12/21/16,178.12,179.41,176.06,177.21,-1.31,33800
12/20/16,173.01,179.35,173.01,178.52,4.92,43600
12/19/16,174.48,175.57,173.52,173.6,-0.46000000000001,27100
12/16/16,172.87,174.74,171.17,174.06,2.4,43000
12/15/16,167.98,172.41,167.1,171.66,3.94,33500
12/14/16,166.78,168.43,165.52,167.72,0.56,39800
12/13/16,167.2,168.24,166.01,167.16,-0.17000000000002,32900
12/12/16,166.97,167.38,165.22,167.33,0.18000000000001,29800
12/09/16,162.48,167.54,161.59,167.15,5.24,68000
12/08/16,161.78,162.85,160.4,161.91,-0.12,31100
12/07/16,159.58,162.06,159.58,162.03,2.31,51200
12/06/16,160.48,161.35,159.27,159.72,-0.30000000000001,23900
12/05/16,157.78,160.75,157.78,160.02,2.4,28400
12/02/16,159.14,162.32,157.21,157.62,-1.39,19500
12/01/16,161.53,165.9,157.86,159.01,-2.77,32900
11/30/16,165.81,166.46,161.39,161.78,-3.28,39100
11/29/16,166.86,167.3,163.3,165.06,-1.09,56300
11/28/16,166.12,167.44,165.27,166.15,0.28999999999999,31200
11/25/16,165.02,166.87,163.64,165.86,1.13,13700
11/23/16,165.47,168.55,164.05,164.73,-0.29000000000002,27300
11/22/16,165.14,168.94,164.59,165.02,0.12,74900
11/21/16,164.84,165.76,164.53,164.9,-0.53999999999999,23800
11/18/16,164.37,166.12,164.25,165.44,0.47,29700
11/17/16,164.64,165.05,162.97,164.97,-0.34999999999999,27000
11/16/16,164.96,165.87,164.21,165.32,0.72,27400
11/15/16,165.22,166.33,162.87,164.6,-0.38,44400
11/14/16,167.5,168.1,162.69,164.98,-2.5,68300
11/11/16,158.2,169.58,158.2,167.48,6.99,83600
11/10/16,155.84,160.87,153.94,160.49,2.68,68900
11/09/16,128,157.97,125,157.81,16.54,254200
11/08/16,139.1,143.53,139.1,141.27,0.90000000000001,34300
11/07/16,140.56,141.49,139.77,140.37,-0.19,57700
11/04/16,141.74,142.5,140.09,140.56,-0.81999999999999,35500
11/03/16,142.01,142.2,141,141.38,-1.34,34300
11/02/16,140.94,143.11,140.14,142.72,1.31,43900
