Time,Open,High,Low,Last,Change,Volume
09/07/18,112.85,113.5,111.51,112.92,-0.58,1288221
09/06/18,112,113.53,111.44,113.5,0.38,4808200
09/05/18,110.76,113.17,110.7,113.12,2.12,4392100
09/04/18,111.82,112.09,110.45,111,-1.01,4576500
08/31/18,111.77,112.58,111.26,112.01,0.050000000000011,4248800
08/30/18,111.87,112.23,111.55,111.96,-0.090000000000003,2119000
08/29/18,111.3,112.12,111.22,112.05,0.88,2403100
08/28/18,112.22,112.445,110.89,111.17,-1.24,5229400
08/27/18,112.58,112.77,111.83,112.41,0.25999999999999,3155700
08/24/18,111.87,112.53,111.8,112.15,0.22,3677700
08/23/18,112.17,112.23,111.51,111.93,-0.30999999999999,4509100
08/22/18,113.7,113.82,111.96,112.24,-1.48,3861100
08/21/18,115.25,115.25,113.65,113.72,-1.12,4667700
08/20/18,114.99,115.85,114.6,114.84,-0.11999999999999,3676000
08/17/18,114,115.09,114,114.96,0.70999999999999,3391700
08/16/18,113.74,114.73,113.37,114.25,0.8,4504600
08/15/18,112.76,113.74,112.25,113.45,0.35000000000001,6513200
08/14/18,112.7,113.49,112.11,113.1,0.079999999999998,3836700
08/13/18,112.81,113.14,112.01,113.02,0.14999999999999,3170000
08/10/18,113.59,113.97,112.57,112.87,-0.83,3711800
08/09/18,114.12,114.12,113.38,113.7,0.21000000000001,4115300
08/08/18,114.52,114.85,113.47,113.49,-0.73,5173200
08/07/18,116.45,116.45,113.53,114.22,-3.16,6919500
08/06/18,117.25,118.44,116.9,117.38,1.08,6704900
08/03/18,114.77,116.7,114.37,116.3,1.61,3934400
08/02/18,113.6,114.93,113.09,114.69,1.08,4167200
08/01/18,114.42,114.525,113.225,113.61,-1.39,4169100
07/31/18,114.66,115.49,114.11,115,0.81999999999999,4892100
07/30/18,113.78,114.59,113.67,114.18,-0.099999999999994,3621800
07/27/18,114.77,115.35,114.025,114.28,-0.72,4563700
07/26/18,116.14,116.9,114.88,115,-0.20999999999999,5096300
07/25/18,114.94,115.67,114.5,115.21,0.47,5450500
07/24/18,114.14,114.92,113.85,114.74,0.34999999999999,5095000
07/23/18,115.52,115.98,113.58,114.39,-1.62,7769300
07/20/18,115.75,116.79,115.22,116.01,0.24000000000001,27609900
07/19/18,114.77,116.59,114.75,115.77,0.94,9241200
07/18/18,114.92,115,113.89,114.83,-0.049999999999997,5379200
07/17/18,113.47,115.03,113.47,114.88,1.92,6783800
07/16/18,112.56,113.12,111.75,112.96,0.27,5413700
07/13/18,111.68,112.79,111.62,112.69,1.16,4417000
07/12/18,112.54,112.71,110.97,111.53,-1.01,5500100
07/11/18,112.64,112.94,112.1,112.54,-0.34999999999999,5521400
07/10/18,110.62,113,109.68,112.89,5.13,16107100
07/09/18,109.13,109.3,107.52,107.76,-1.8,7866300
07/06/18,109.49,110.02,108.97,109.56,0.010000000000005,4387200
07/05/18,108.91,109.615,108,109.55,0.75,4870400
07/03/18,108.58,109.57,108.055,108.8,-0.73,3769000
07/02/18,108.7,110,108.31,109.53,0.66,4711900
06/29/18,108.72,109.5,107.8,108.87,0.19,4721400
06/28/18,108.42,109.3,108.3,108.68,0.41000000000001,4297600
06/27/18,108.37,108.955,107.62,108.27,0.22,6229100
06/26/18,109.05,109.17,107.47,108.05,-0.94,5034100
06/25/18,107.71,109.59,107.71,108.99,0.61999999999999,5183000
06/22/18,107.24,108.67,107.14,108.37,1.13,5709300
06/21/18,106.57,107.425,106.3,107.24,1.43,6550600
06/20/18,105.73,106.11,105.36,105.81,-0.14999999999999,4601400
06/19/18,105.49,106.68,105.22,105.96,0.58,5504400
06/18/18,107.01,107.21,104.83,105.38,-2.23,5971300
06/15/18,105.1,107.75,104.82,107.61,2.48,10572900
06/14/18,105.26,105.36,104.43,105.13,-0.14,4812600
06/13/18,104.16,105.6,104.16,105.27,0.78999999999999,7553400
06/12/18,103.23,104.55,102.82,104.48,1.27,5075900
06/11/18,102.61,103.41,102.27,103.21,0.72,3984500
06/08/18,101.18,102.61,101.18,102.49,1.33,4795500
06/07/18,100.51,101.51,100.33,101.16,0.33,5052800
06/06/18,100.4,100.86,99.815,100.83,0.62,3946600
06/05/18,100.46,100.96,99.88,100.21,0.089999999999989,4851800
06/04/18,100.77,101.09,100.025,100.12,-0.13,3931900
06/01/18,100.54,100.93,99.65,100.25,0,4414600
05/31/18,101.15,101.3,99.66,100.25,-1.58,8270000
05/30/18,101.66,102.24,101.09,101.83,0.73,6256500
05/29/18,100,101.285,100,101.1,0.78999999999999,8302500
05/25/18,100.18,101.11,99.9,100.31,0.13,5324200
05/24/18,100.31,100.58,99.76,100.18,-0.27,4696700
05/23/18,99.93,100.6,99.61,100.45,0.52,6249800
05/22/18,99.78,100.46,99.43,99.93,0.42,6807600
05/21/18,98.22,99.98,98.06,99.51,2,6678100
05/18/18,98.31,98.45,97.32,97.51,-0.41,6893900
05/17/18,97.55,97.99,97.15,97.92,0.73,6531100
05/16/18,96.64,97.55,96.55,97.19,0.39,5544600
05/15/18,96.61,97.24,96.355,96.8,-0.35000000000001,6555600
05/14/18,97.69,97.73,96.73,97.15,-0.28,4307900
05/11/18,97.58,98.26,96.88,97.43,0.16000000000001,3507200
05/10/18,96.43,97.74,96.4,97.27,1.11,3100500
