Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2018-07-02,,,62.68,62.68,0.98,62.26,263.0,24277.0
2018-07-03,,62.42,61.9,61.9,0.11,62.15,635.0,24402.0
2018-07-05,,62.59,,62.59,0.5,62.65,144.0,24558.0
2018-07-06,,62.97,,62.97,0.47,63.12,112.0,24584.0
2018-07-09,64.26,64.26,63.77,63.77,0.51,63.63,652.0,24609.0
2018-07-10,,63.69,,63.69,0.29,63.92,466.0,24762.0
2018-07-11,,,61.31,61.4,2.72,61.2,792.0,25520.0
2018-07-12,62.0,62.27,62.0,62.1,1.04,62.24,1156.0,25552.0
2018-07-13,,62.48,,62.48,0.43,62.67,2847.0,25637.0
2018-07-16,,,60.78,60.78,2.17,60.5,351.0,25184.0
2018-07-17,60.45,60.84,60.45,60.45,0.26,60.76,727.0,25426.0
2018-07-18,,61.43,,61.43,0.68,61.44,726.0,25837.0
2018-07-19,,61.48,61.27,61.27,0.12,61.56,3532.0,25787.0
2018-07-20,,,,,0.25,61.81,275.0,26252.0
2018-07-23,,61.76,,61.76,0.69,62.21,304.0,10021.0
2018-07-24,,62.34,,62.34,0.4,62.61,174.0,10007.0
2018-07-25,,62.7,,62.7,0.59,63.2,138.0,10035.0
2018-07-26,,,,,0.38,63.58,106.0,10063.0
2018-07-27,,,63.34,63.34,0.62,62.96,88.0,10058.0
2018-07-30,,63.23,,63.23,0.59,63.55,45.0,10023.0
2018-07-31,,,63.06,63.06,0.82,62.73,196.0,10027.0
2018-08-01,,,62.03,62.03,1.13,61.6,334.0,10177.0
2018-08-02,,61.92,,61.92,0.53,62.13,89.0,10328.0
2018-08-03,,,62.1,62.1,0.05,62.08,139.0,10365.0
2018-08-06,,62.72,,62.72,0.44,62.52,163.0,10494.0
2018-08-07,,62.89,,62.89,0.72,63.24,66.0,10511.0
2018-08-08,,,62.01,62.01,1.61,61.63,91.0,10511.0
2018-08-09,,61.68,,61.68,0.2,61.83,517.0,10579.0
2018-08-10,,,,,0.34,62.17,217.0,10689.0
2018-08-13,,,61.34,61.34,0.41,61.76,195.0,10844.0
2018-08-14,,62.2,,62.14,0.12,61.88,346.0,10875.0
2018-08-15,,,60.84,60.84,1.25,60.63,87.0,10768.0
2018-08-16,,,,,0.38,61.01,214.0,10804.0
2018-08-17,,61.14,,61.14,0.21,61.22,227.0,10826.0
2018-08-20,,,,,0.11,61.33,428.0,10718.0
2018-08-21,,61.36,,61.36,0.22,61.55,396.0,10491.0
2018-08-22,,62.41,,62.41,1.56,62.85,407.0,16991.0
2018-08-23,,,,,0.05,62.9,486.0,17015.0
2018-08-24,,63.39,,63.39,0.58,63.48,947.0,17222.0
2018-08-27,,,,,0.12,63.6,312.0,17499.0
2018-08-28,,,,,0.07,63.53,346.0,17632.0
2018-08-29,,63.81,,63.81,0.63,64.16,2220.0,17665.0
2018-08-30,,64.23,,64.23,0.51,64.67,2815.0,18503.0
2018-08-31,,,,,0.3,64.37,689.0,19998.0
2018-09-04,64.2,65.1,64.2,64.2,0.28,64.65,2618.0,20259.0
2018-09-05,,,64.27,64.27,0.66,63.99,701.0,20626.0
2018-09-06,,,63.31,63.31,0.63,63.36,681.0,20580.0
2018-09-07,,,,,0.15,63.51,920.0,20669.0
2018-09-10,,63.69,,63.69,0.21,63.72,754.0,20593.0
2018-09-11,64.88,64.88,64.88,64.88,1.19,64.91,3169.0,20730.0
2018-09-12,,65.4,,65.4,0.96,65.87,1819.0,20666.0
2018-09-13,,,64.92,64.92,1.14,64.73,1713.0,20326.0
2018-09-14,,64.89,,64.89,0.33,65.06,988.0,19431.0
2018-09-17,,65.15,,65.15,0.03,65.09,912.0,19459.0
2018-09-18,,65.5,,65.5,0.57,65.66,825.0,19450.0
2018-09-19,65.96,66.03,65.96,66.03,0.44,66.1,1598.0,19407.0
2018-09-20,,,,,0.2,65.9,1581.0,19609.0
2018-09-21,,65.82,,65.67,0.05,65.64,236.0,3764.0
2018-09-24,,66.43,,66.43,1.18,66.82,383.0,4427.0
2018-09-25,,66.84,,66.84,0.43,67.25,73.0,4661.0
2018-09-26,,,,,0.31,66.94,265.0,4667.0
2018-09-27,,67.09,,67.09,0.47,67.41,307.0,4859.0
2018-09-28,,68.12,,68.12,0.8,68.21,444.0,4885.0
2018-10-01,,69.89,,69.89,1.88,70.09,334.0,5041.0
2018-10-02,,,,,0.18,70.27,161.0,5142.0
2018-10-03,,71.15,,71.15,1.17,71.44,182.0,5209.0
2018-10-04,,,70.18,70.18,1.34,70.1,158.0,5265.0
2018-10-05,,70.33,,70.33,0.26,70.36,327.0,5306.0
