,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error,Alpha:YPrice
44,EICHERMOT,BAJAJ-AUTO,0.0009,1.49,0.82,24958.64,-2.97,103.19713546189024
46,HEROMOTOCO,BAJAJ-AUTO,0.0,0.35,0.82,2586.71,-2.93,88.18580073297537
80,EICHERMOT,MOTHERSUMI,0.0003,9.8,0.56,26099.73,-2.77,107.91522984941328
81,EICHERMOT,TVSMOTOR,0.0,6.43,0.52,25297.99,-3.0,104.60025469911601
82,EICHERMOT,TATAMTRDVR,0.0,14.33,0.29,26416.03,-2.56,109.22304365443615
83,EICHERMOT,TATAMOTORS,0.0,9.2,0.31,26050.67,-2.59,107.7123801963168
87,MARUTI,EXIDEIND,0.0,10.76,0.49,6108.04,-2.72,83.1257697725216
98,HEROMOTOCO,TATAMOTORS,0.0,2.26,0.31,2800.15,-2.5,95.4623710900878
