,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
0,AXISBANK,BANKBARODA,0.0,1.85,1.06,293.96,2.36
11,ICICIBANK,BANKBARODA,0.0,1.12,1.06,142.59,2.09
