,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
0,AXISBANK,BANKBARODA,0.0,2.54,1.27,240.26,2.08
11,ICICIBANK,BANKBARODA,0.0,1.52,1.27,99.88,2.61
