,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
22,HDFCBANK,KOTAKBANK,0.0,0.82,3.41,1043.65,-2.2
32,SBIN,ICICIBANK,0.0,0.59,1.48,106.1,-2.48
43,INDUSINDBK,SBIN,0.01,0.93,2.05,1663.14,-2.17
