1479440948,531.3500,539.0000,531.3500,539.0000,4500
1479441250,532.0000,532.9500,530.0000,531.9500,10500
1479441569,531.1000,535.0000,530.1500,531.4000,1600
1479441843,528.1500,530.9500,526.2500,530.9500,6900
1479442142,526.8500,530.5000,526.1000,528.1000,6300
1479442448,524.5000,527.9500,522.2000,526.5500,4200
1479442754,528.7000,528.9500,523.0500,523.8500,2700
1479443091,528.3000,529.0000,526.1000,526.8500,2500
1479443320,528.9000,529.0000,527.1500,528.8000,1900
1479443646,527.0000,528.6000,526.5500,528.6000,1000
1479443947,527.5000,527.8500,527.0500,527.0500,800
1479444241,527.5000,529.0000,527.5000,527.6500,1200
1479444548,526.7500,528.5500,526.5500,527.8500,500
1479444847,525.5000,527.0500,525.4500,526.5000,800
1479445196,525.9500,527.3000,525.9500,525.9500,1100
1479445447,525.7500,526.4000,525.5000,525.5000,600
1479445749,527.5000,528.0000,525.4500,525.5500,1500
1479446056,528.0500,530.0000,527.5500,528.4000,3600
1479446347,527.6000,529.6000,527.1500,528.1000,1400
1479446647,527.3500,528.3000,526.5500,527.5000,1700
1479446941,527.7500,529.4500,526.6000,527.3000,1700
1479447247,528.0000,529.4000,527.3500,527.5000,1600
1479447547,528.3000,529.4000,528.0000,529.4000,900
1479447847,529.4000,529.4000,528.1000,529.0000,1800
1479448144,529.0000,529.5000,528.1500,529.0000,2000
1479448497,530.0000,530.0000,528.5000,529.4500,3200
1479448762,529.9500,530.0000,529.2500,529.6500,1500
1479449090,528.5000,530.0000,528.1500,529.4000,2200
1479449346,526.6000,529.7500,526.6000,528.4500,6000
1479449640,527.0000,527.0500,526.5000,526.5500,2700
1479449998,526.4500,527.0000,526.4500,526.5000,2100
1479450287,528.1500,528.9000,526.6000,526.6000,2500
1479450547,529.7000,529.9000,528.0500,528.1000,2200
1479450893,529.0000,530.0500,528.0000,529.9000,3900
1479451158,529.0500,529.6500,529.0000,529.0500,400
1479451447,528.0000,529.7500,528.0000,529.0000,2100
1479451745,529.5000,530.0000,528.1000,528.1000,2700
1479452070,529.3500,529.9500,529.1000,529.4500,400
1479452347,527.9500,529.2500,527.5500,529.2500,2100
1479452654,527.7000,528.0000,527.3000,527.5000,500
1479452944,528.3500,529.4000,527.7000,527.7500,2200
1479453282,527.6500,529.9500,527.6000,528.9000,2900
1479453540,529.0000,529.0000,526.9500,528.4500,4900
1479453847,531.9500,533.6000,529.0500,529.0500,7300
1479454141,532.5000,533.5000,531.9500,532.0000,5000
1479454440,531.2000,533.2000,531.2000,532.6000,1300
1479454749,533.0000,533.0000,531.2000,531.5000,700
1479455070,532.7000,532.7500,532.0000,532.7500,400
1479455355,532.5000,533.5000,532.0000,532.5000,3000
1479455684,533.4000,534.0000,532.4500,533.0500,3800
1479455989,532.0500,533.4000,532.0500,532.5000,700
1479456241,531.3500,533.3500,531.3000,533.0000,1100
1479456549,532.0000,532.0000,531.2500,531.3000,900
1479456864,530.1000,531.9000,530.1000,531.4500,3400
1479457184,531.0000,531.4500,530.6000,530.6000,300
1479457445,530.1000,531.9000,530.1000,531.5000,2100
1479457703,528.3000,530.0000,527.7500,530.0000,1200
1479458056,530.0000,530.0000,528.5000,528.7500,500
1479458354,530.2500,530.4000,530.0500,530.4000,400
1479458641,531.2000,531.8500,530.0500,530.9000,1100
1479458993,527.3000,532.0000,527.1000,531.5500,4300
1479459299,527.3000,528.0000,526.0000,527.3500,3500
1479459550,527.9000,528.5500,527.0000,527.0000,900
1479459851,528.0000,529.9000,528.0000,528.0500,1700
1479460151,525.0000,526.9500,525.0000,526.2500,6800
1479460495,524.0500,526.0000,523.3000,525.0500,5300
1479460751,526.4000,527.7000,524.1000,524.1000,1200
1479461044,526.2500,527.7000,526.2000,526.2500,800
1479461344,525.5500,528.8500,523.6500,525.9500,3500
1479461651,525.0000,526.9500,525.0000,526.9500,1800
1479461941,526.0000,526.0000,524.5000,524.7500,3100
1479462299,524.4000,527.0000,524.3500,525.8500,3100
1479462541,526.6000,529.7500,524.0000,524.3000,7500
1479462851,524.4500,527.0500,524.4500,526.0000,7000
1479463142,527.0000,527.1000,523.0500,525.0000,7100
1479463200,525.7000,525.7000,525.7000,525.7000,0
1479700144,525.0000,541.4500,525.0000,529.9000,10500
1479700495,523.1500,526.9500,521.3000,524.3500,6800
1479700796,520.7500,524.0000,518.8500,523.2500,4300
1479701060,524.0000,524.5000,520.2500,521.1000,4300
1479701390,522.0000,524.9000,521.0000,524.0500,1700
1479701624,522.0000,523.7000,522.0000,522.5000,300
1479701974,520.4000,522.5000,520.4000,522.5000,2000
1479702241,520.3000,521.9000,520.0000,521.9000,9000
1479702544,516.5500,520.7500,516.1000,520.3500,4200
1479702842,506.0000,517.8000,488.5500,517.1000,27300
1479703158,507.4500,509.3500,505.0000,506.1500,3800
1479703443,506.9000,507.2500,505.0000,507.2500,4900
1479703745,507.0000,507.6000,505.0000,505.6500,5800
1479704095,507.7000,508.5000,506.0000,507.1500,1700
1479704344,504.6000,508.7500,504.6000,507.7500,1600
1479704693,504.0000,508.0000,503.2000,507.0000,4600
1479704951,501.9000,504.8000,501.0000,504.8000,4300
1479705243,498.0000,502.7500,497.0000,502.4500,7000
1479705540,502.0000,502.0000,498.0000,499.1500,4000
1479705846,499.1000,505.0000,499.1000,502.3500,6900
