,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
0,AXISBANK,BANKBARODA,0.00,1.7200575379258338,1.0542001409242372,307.8536524183768,2.22
1,HDFCBANK,AXISBANK,0.00,0.9459712078230582,1.1562322987555873,1500.5122658072066,-0.54
2,ICICIBANK,AXISBANK,0.00,0.4264069126245487,1.1562322987555875,63.80693704703228,-0.62
3,AXISBANK,IDFCBANK,0.71,0.2855049763351781,0.8570831217664571,531.6501349917087,2.32
4,INDUSINDBK,AXISBANK,0.00,0.7865480986032174,1.1562322987555875,1448.9799737463507,-0.76
5,AXISBANK,KOTAKBANK,0.01,0.09104879934113358,1.0091687343979288,431.97950509671807,2.32
6,AXISBANK,PNB,0.02,-0.8496672151538457,0.7859118436617653,619.935941151219,2.25
7,AXISBANK,RBLBANK,0.00,0.6189497932489241,1.0314479211361973,215.54131423494937,1.90
8,AXISBANK,SBIN,0.00,1.6086500174501661,1.111739894406169,114.83011312999093,2.01
9,AXISBANK,YESBANK,0.00,0.8500878426032058,1.1091424619677166,254.3588694473458,2.84
10,HDFCBANK,BANKBARODA,0.00,-3.0552883335138024,1.0542001409242372,2435.6733554426937,0.64
11,ICICIBANK,BANKBARODA,0.00,1.13998788257945,1.054200140924237,139.16870990457033,1.39
12,BANKBARODA,IDFCBANK,0.00,1.5022409357772684,0.857083121766457,70.42962475674197,0.92
13,INDUSINDBK,BANKBARODA,0.03,-1.602507397128269,1.0542001409242372,2097.559825247677,0.17
14,BANKBARODA,KOTAKBANK,0.00,-0.05071903989604847,1.0091687343979288,200.14821051755928,1.00
15,BANKBARODA,PNB,0.00,0.6325806922933204,0.7859118436617654,81.28745244863008,1.30
16,BANKBARODA,RBLBANK,0.46,-0.01623438963018961,1.0314479211361975,146.14883724567895,0.85
17,SBIN,BANKBARODA,0.00,0.6424857952693255,1.054200140924237,178.68171072622954,1.23
18,YESBANK,BANKBARODA,0.43,-0.15890242353746542,1.054200140924237,363.04407227810674,-0.02
19,HDFCBANK,ICICIBANK,0.74,-0.1414495185649347,1.2180510728313994,2057.36142484127,0.40
20,HDFCBANK,IDFCBANK,0.00,-19.3985277395229,0.8570831217664571,2881.883593259242,0.73
21,HDFCBANK,INDUSINDBK,0.00,0.8879988404871455,1.6312535655664944,348.5685650176989,0.61
22,HDFCBANK,KOTAKBANK,0.00,0.9041478374335659,1.0091687343979285,899.1093890742795,0.31
23,HDFCBANK,PNB,0.00,-8.717363071657815,0.7859118436617653,2790.4644639945755,-0.21
24,HDFCBANK,RBLBANK,0.00,1.9236625519615074,1.0314479211361975,993.4208115856754,-1.33
25,HDFCBANK,SBIN,0.00,2.56242365003172,1.111739894406169,1331.2348358375816,-0.43
26,HDFCBANK,YESBANK,0.00,3.2918418051727105,1.1091424619677168,892.3525631052615,0.76
27,ICICIBANK,IDFCBANK,0.00,1.771223786742887,0.857083121766457,216.83651675933962,1.67
