Date,ACC,ADANIPORTS,AMBUJACEM,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BANKBARODA,BHEL,BPCL,BHARTIARTL,BOSCHLTD,AUROPHARMA,CIPLA,COALINDIA,DRREDDY,GAIL,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ITC,ICICIBANK,IDEA,INDUSINDBK,INFY,KOTAKBANK,LT,LUPIN,M&M,MARUIT,NTPC,ONGC,POWERGRID,INFRATEL,RELIANCE,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATAPOWER,TATASTEEL,TECHM,ULTRATECH,EICHERMOT,WIPRO,YESBANK,ZEEL,TATAMTRDVR
2018-08-09,1570.75,378.0,232.4,1417.35,621.05,2658.6,154.75,74.5,388.95,367.05,19085.0,599.7,619.15,280.1,2237.7,375.55,997.35,956.65,2118.5,3281.35,227.45,1754.2,1969.95,302.5,333.0,56.35,1985.05,1379.95,1277.25,1284.7,822.85,933.2,,160.7,168.9,192.6,293.25,1217.95,317.4,571.45,1974.35,257.85,69.9,585.95,646.2,4310.8,27438.75,278.7,381.05,522.9,143.3
2018-08-10,1545.3,379.3,227.7,1418.6,615.5,2629.7,148.3,73.2,401.6,369.8,19370.55,610.9,621.05,275.8,2214.3,362.95,971.35,966.0,2114.45,3319.4,222.7,1752.7,1974.3,304.8,328.6,54.4,1979.5,1385.45,1285.5,1264.65,809.45,945.95,,159.55,169.25,190.55,289.9,1204.2,304.45,554.0,1993.1,250.1,69.35,576.7,645.95,4246.2,28997.7,278.85,382.85,516.9,140.0
2018-08-13,1522.75,377.15,220.9,1399.25,604.9,2630.85,145.65,72.6,379.7,370.15,19188.45,618.8,628.3,279.05,2241.6,375.45,986.85,983.0,2091.65,3308.2,221.65,1728.85,1947.0,305.95,324.9,52.5,1993.9,1408.75,1287.15,1269.05,811.95,954.5,,158.0,166.05,188.0,285.25,1187.7,294.15,563.9,2000.15,248.7,68.75,568.8,659.95,4194.2,28406.6,281.85,370.7,506.45,136.0
2018-08-14,1563.55,373.15,226.35,1395.1,618.05,2646.4,146.3,72.25,376.65,367.0,19194.8,631.35,642.75,282.65,2278.45,379.8,986.6,999.7,2089.1,3266.35,221.45,1744.25,1941.5,307.9,332.45,52.0,1997.6,1408.3,1293.0,1253.25,836.75,950.45,,156.9,166.25,187.9,283.9,1210.6,294.9,601.8,2003.55,248.8,68.75,578.95,672.8,4299.1,28992.35,285.05,382.5,513.95,135.45
2018-08-16,1559.05,370.3,224.5,1394.8,623.45,2667.5,142.7,72.6,378.3,372.0,18788.7,635.3,648.35,282.7,2353.45,393.8,999.45,997.25,2075.7,3282.65,216.1,1737.4,1891.2,307.45,334.3,50.6,1984.2,1429.55,1245.4,1231.65,849.75,951.25,,158.55,164.45,187.7,280.65,1200.8,292.7,619.7,2008.5,251.3,67.15,567.55,668.65,4213.5,28803.85,279.45,378.45,500.45,134.5
2018-08-17,1593.95,374.1,228.65,1400.65,627.3,2661.35,146.2,73.85,377.6,371.4,18847.95,655.9,646.9,281.4,2364.15,387.7,1045.85,1003.05,2077.35,3242.3,219.7,1784.75,1885.65,313.75,340.0,50.9,1990.4,1430.35,1263.25,1240.15,881.25,961.5,,158.0,163.05,187.1,282.55,1203.75,302.1,623.5,2012.75,258.25,68.65,580.15,687.7,4285.7,28476.15,280.05,393.2,503.5,135.85
2018-08-20,1599.3,378.25,229.75,1409.1,624.4,2735.35,151.0,75.0,375.95,370.55,18780.95,659.55,643.85,284.05,2380.75,379.05,1039.85,988.25,2096.2,3304.0,226.65,1777.0,1920.05,313.3,338.45,53.4,1990.95,1384.25,1274.75,1323.7,869.25,969.55,,158.55,168.7,187.65,284.8,1234.9,307.65,626.35,2009.95,270.1,70.05,599.4,687.95,4300.7,28382.8,285.05,394.0,506.15,144.1
2018-08-21,1639.8,377.95,239.35,1403.3,635.75,2728.5,150.9,75.5,368.75,368.25,18890.85,662.65,650.25,291.4,2410.95,378.1,1065.4,1004.6,2096.05,3316.75,226.4,1752.5,1913.35,312.9,338.85,52.9,1975.95,1383.95,1263.4,1322.55,888.6,957.8,,160.85,170.2,187.55,287.5,1247.2,307.0,635.4,2017.65,268.8,72.25,582.15,709.4,4350.2,28611.15,288.95,391.35,515.15,144.7
2018-08-23,1635.25,384.5,237.25,1394.75,631.75,2685.55,149.85,73.9,357.75,369.9,18863.85,682.9,657.95,289.05,2463.6,384.2,1045.55,1025.65,2079.9,3284.75,221.05,1772.8,1906.3,312.0,337.2,52.8,1957.2,1397.4,1247.7,1352.05,903.3,963.1,,164.35,171.9,190.2,283.9,1269.45,302.45,639.65,2035.1,256.9,72.05,571.65,726.65,4347.25,28766.9,289.75,388.6,505.6,140.4
2018-08-24,1640.85,376.75,236.7,1393.5,639.9,2682.25,147.4,80.2,356.95,368.95,18799.6,693.5,651.2,291.0,2447.45,380.65,1060.3,1023.35,2069.85,3212.3,222.1,1780.95,1919.05,310.4,330.15,52.15,1928.15,1378.3,1254.5,1342.9,907.2,968.3,,164.3,174.75,190.95,285.55,1277.5,300.45,629.8,2043.0,255.5,71.75,575.6,718.55,4316.0,28869.8,292.15,374.2,510.35,139.2
2018-08-27,1652.1,378.65,241.7,1399.8,650.2,2697.6,150.05,79.95,361.55,379.15,18716.15,688.7,659.6,293.15,2443.1,383.35,1078.45,1039.0,2080.45,3223.75,230.25,1792.3,1924.85,313.4,339.9,51.4,1951.35,1415.4,1274.9,1356.1,910.8,976.45,,166.15,176.05,197.8,288.05,1291.5,308.0,621.8,2050.9,258.8,75.6,581.2,737.95,4370.8,28982.05,295.85,383.0,511.2,140.3
2018-08-28,1623.65,386.95,236.4,1407.5,660.05,2684.4,143.85,77.7,358.55,376.8,18884.55,685.85,648.3,294.7,2414.5,364.25,1072.1,1040.75,2094.85,3232.75,239.0,1771.2,1955.15,311.65,338.9,51.1,1933.65,1424.7,1285.1,1355.6,901.75,980.5,,168.3,174.6,197.15,286.15,1319.0,305.35,621.2,2069.2,260.0,74.85,590.35,736.1,4427.65,28677.95,295.6,370.6,510.7,139.2
2018-08-29,1613.5,385.9,233.15,1394.0,656.9,2689.1,147.7,80.65,361.7,374.9,20077.8,690.4,643.5,286.3,2383.85,367.45,1075.0,1032.85,2078.5,3246.1,236.85,1755.85,1956.25,312.8,340.65,49.55,1905.55,1410.1,1288.6,1351.55,887.1,983.85,,166.05,177.0,193.05,283.6,1294.2,309.7,621.25,2072.0,261.7,76.9,594.2,734.45,4401.95,28188.75,296.75,365.15,505.0,140.55
2018-08-30,1624.05,383.75,237.9,1378.7,649.75,2701.65,150.15,80.85,363.35,383.1,22005.0,687.0,649.45,285.6,2380.15,376.2,1074.0,1016.55,2066.1,3223.7,240.25,1772.85,1934.15,319.85,344.35,49.85,1875.65,1416.2,1278.05,1346.55,893.65,982.95,,169.7,177.45,196.95,284.4,1274.45,308.6,639.95,2082.4,259.35,76.1,608.35,731.9,4426.4,27602.15,298.95,361.75,508.7,138.2
2018-08-31,1638.75,383.15,241.35,1372.45,649.25,2744.85,152.95,80.6,362.1,383.85,21990.35,712.75,662.15,285.95,2492.0,372.2,1067.5,1046.45,2061.2,3253.8,237.95,1780.1,1935.95,319.85,342.6,49.35,1906.6,1441.1,1287.25,1369.55,931.45,965.3,,171.5,180.05,201.5,286.9,1241.65,309.6,652.85,2078.4,267.5,76.7,600.5,765.8,4475.5,28059.75,301.25,343.5,499.95,142.05
2018-09-03,1662.1,384.45,240.0,1361.6,631.8,2771.9,151.7,81.75,360.1,383.8,21387.2,699.9,649.1,287.65,2593.4,368.3,1065.95,1049.15,2075.05,3242.45,239.4,1699.1,1944.8,313.2,334.15,51.05,1897.0,1434.25,1269.1,1363.0,936.1,947.8,,169.5,177.3,194.5,289.8,1229.15,306.35,656.2,2052.9,266.6,78.2,600.75,745.65,4373.55,28885.85,308.35,339.05,499.6,144.15
2018-09-04,1588.35,373.75,227.95,1311.3,641.8,2735.55,145.55,78.7,351.3,378.35,20920.65,677.3,643.9,279.6,2543.1,359.45,1023.15,1076.35,2051.8,3184.15,235.1,1651.2,1954.8,309.6,328.5,49.4,1855.6,737.15,1257.6,1359.3,916.8,931.75,,168.1,174.35,194.45,284.05,1241.95,296.4,655.35,2098.9,261.95,73.35,593.05,763.9,4201.15,28807.2,313.35,334.05,493.15,142.85
2018-09-05,1548.2,379.2,223.2,1321.3,637.65,2772.3,144.55,78.95,349.1,372.05,20699.25,696.95,646.55,277.6,2567.7,362.0,1028.1,1078.95,2045.85,3145.4,239.95,1611.7,1937.4,310.25,329.65,47.9,1854.85,729.9,1238.15,1348.0,902.85,929.4,,167.95,173.7,195.65,271.35,1227.0,296.55,663.75,2079.25,266.5,74.9,594.4,766.15,4159.45,29055.0,318.85,343.8,482.45,142.95
