Time,Open,High,Low,Close,Change,Volume,Open Interest
06/15/18,2787,2788.5,2765.5,2784.5,-4,1512061,2607634
06/14/18,2777.75,2794,2772.25,2788.5,9.5,1275141,2602004
06/13/18,2792,2796,2778.5,2779,-9.25,1384101,2499069
06/12/18,2785,2794,2782.25,2788.25,1.5,1496135,2283691
06/11/18,2776.75,2794.25,2774,2786.75,4.25,1558782,1809743
06/08/18,2775.25,2783.25,2755.75,2782.5,6.5,1281036,1142120
06/07/18,2777.5,2783.5,2763.75,2776,0,777094,682262
06/06/18,2755.5,2778.5,2752,2776,20.5,220257,328629
06/05/18,2750,2757.25,2743,2755.5,5.75,62254,245027
06/04/18,2736.75,2753.75,2733.25,2749.75,11.5,37632,225089
06/01/18,2711.25,2741,2710.5,2738.25,28.5,26058,207081
05/31/18,2724.75,2732.5,2703.75,2709.75,-19.25,33533,194415
05/30/18,2697.75,2733.25,2690,2729,32.5,25650,178202
05/29/18,2731.75,2736.5,2679.25,2696.5,-26.25,18028,163807
05/25/18,2732.25,2742,2718.25,2722.75,-9.25,7434,158364
05/24/18,2734.5,2738.75,2710.25,2732,-3.5,23097,155232
05/23/18,2729.5,2737.5,2709.75,2735.5,4.5,20519,141510
05/22/18,2736.25,2746.75,2726.25,2731,-6.75,13362,128302
05/21/18,2733.25,2744,2729.75,2737.75,20,9758,121066
05/18/18,2721,2731.25,2712.75,2717.75,-5.75,15049,114749
05/17/18,2726.25,2736.25,2715.75,2723.5,-4,6823,105707
05/16/18,2715.75,2732,2708.75,2727.5,14.25,8294,103423
05/15/18,2733.75,2735,2705,2713.25,-22,8870,102396
05/14/18,2733,2745.25,2728.75,2735.25,1.75,10144,101851
05/11/18,2721.25,2736.5,2721,2733.5,10.75,5852,99192
05/10/18,2701.25,2729,2697.5,2722.75,22.5,7860,98897
05/09/18,2673,2704,2671,2700.25,26,2776,99363
05/08/18,2672,2678.25,2656.75,2674.25,0,4043,102574
05/07/18,2667,2686,2666.25,2674.25,6.75,7600,103336
05/04/18,2637.5,2673.5,2616.5,2667.5,31.5,6197,101214
05/03/18,2630.75,2640,2595.75,2636,4.25,17407,100147
05/02/18,2659.75,2662.75,2628.75,2631.75,-24.75,5950,91727
05/01/18,2654.5,2661.75,2627.75,2656.5,5,3416,90865
04/30/18,2678,2686,2649.25,2651.5,-24.25,7123,91216
04/27/18,2679.5,2680.5,2662,2675.75,-3.25,3120,93787
04/26/18,2653,2681.75,2644.5,2679,29.75,8714,93668
04/25/18,2638.5,2652.25,2615.75,2649.25,9.75,10557,94752
04/24/18,2677.5,2693,2620.75,2639.5,-36.5,10553,94558
04/23/18,2687.75,2689.25,2661.75,2676,-0.5,11513,92735
04/20/18,2699,2702.75,2664.5,2676.5,-21.5,11359,90036
04/19/18,2716.5,2717.5,2686.5,2698,-16.5,22463,85470
04/18/18,2709.5,2722.75,2708.25,2714.5,3.25,7295,85271
04/17/18,2686,2718.5,2683.75,2711.25,25,6342,86883
04/16/18,2676.5,2691.5,2665.5,2686.25,24.5,3952,85786
04/13/18,2665.5,2684.25,2649,2661.75,-6.5,6287,85062
04/12/18,2647.25,2679,2644.5,2668.25,23,4662,85412
04/11/18,2658,2665.25,2630.5,2645.25,-14,3353,84754
04/10/18,2621.5,2670.25,2616.5,2659.25,36.25,4706,84462
04/09/18,2613,2657.25,2613,2623,13,10932,84533
04/06/18,2666.25,2667.5,2588.25,2610,-56,14135,81272
04/05/18,2650.5,2676,2648.25,2666,15,9843,81064
04/04/18,2616.5,2653.75,2563.5,2651,33.75,8283,79005
04/03/18,2586.5,2622.25,2578,2617.25,38.25,20221,77232
04/02/18,2639,2645.75,2556.75,2579,-68.75,7456,68892
03/29/18,2615,2664,2606,2647.75,35.5,6649,65324
03/28/18,2615.25,2638,2597.25,2612.25,-8,7373,62020
03/27/18,2665,2684.25,2600.75,2620.25,-44.25,8222,59939
03/26/18,2600.75,2667.5,2596.5,2664.5,62,12685,56806
03/23/18,2649.5,2664,2590,2602.5,-46,13692,49769
03/22/18,2724.25,2733,2647,2648.5,-76.25,20303,44085
03/21/18,2731,2750,2719.75,2724.75,-5.5,6400,29757
03/20/18,2726.5,2735.75,2719,2730.25,1,2181,25407
03/19/18,2763,2763,2703.25,2729.25,-33.75,4865,24520
03/16/18,2765.75,2772.25,2757.5,2763,0.75,1070,23249
03/15/18,2762,2773.5,2751.25,2762.25,1.5,5544,23721
03/14/18,2770.25,2789.75,2755.5,2760.75,-18.75,1844,19456
03/13/18,2794.25,2814,2769.75,2779.5,-16.75,4680,18195
03/12/18,2800,2812.25,2791.75,2796.25,0,2962,16994
03/09/18,2751,2799,2746.75,2796.25,45.25,771,15875
03/08/18,2735,2751.25,2733.25,2751,16,293,15974
03/07/18,2710,2740.75,2694.75,2735,-0.5,988,16001
03/06/18,2729.5,2744.5,2723.75,2735.5,5.5,713,15964
03/05/18,2696,2738.5,2677,2730,28.25,1966,15797
03/02/18,2696.75,2706.5,2659.25,2701.75,11.75,1854,15090
03/01/18,2719.5,2742.25,2670,2690,-36.75,4073,14210
02/28/18,2760,2773.75,2725,2726.75,-33.5,1663,12469
02/27/18,2796,2801,2754.75,2760.25,-36.25,2346,12344
02/26/18,2760.25,2796.5,2755.25,2796.5,36.5,349,11852
02/23/18,2721.25,2760.5,2721.25,2760,37.75,685,11866
02/22/18,2705,2742.25,2694.5,2722.25,12.25,519,11792
02/21/18,2722.75,2758.25,2705.5,2710,-14.75,145,11769
02/20/18,2745.25,2757,2717.25,2724.75,-20.75,526,11767
02/16/18,2750,2764.5,2733,2745.5,2,924,11792
02/15/18,2705,2745,2698.75,2743.5,37.75,571,11783
02/14/18,2672.25,2710,2638.25,2705.75,35.75,179,11892
02/13/18,2659.5,2674.5,2645,2670,6.5,163,11889
02/12/18,2629.25,2677.75,2628,2663.5,37,208,11908
02/09/18,2607,2640.75,2539.5,2626.5,25,378,11853
02/08/18,2673,2693.25,2589,2601.5,-75.25,204,11810
02/07/18,2702,2734,2671.25,2676.75,-26.75,1085,11812
02/06/18,2639,2705.5,2538.75,2703.5,87.25,1406,11782
02/05/18,2758.75,2772.25,2608.25,2616.25,-150.75,449,11560
02/02/18,2835,2840.5,2766,2767,-66.25,714,11494
02/01/18,2847.25,2847.75,2821.25,2833.25,-3.25,47,11587
01/31/18,2834.5,2849.25,2825.5,2836.5,1,138,11570
01/30/18,2867,2868,2830,2835.5,-29,265,11561
01/29/18,2884.75,2889,2863.25,2864.5,-20.75,320,11448
01/26/18,2859.25,2886,2858,2885.25,33.75,409,11197
01/25/18,2851.25,2863,2841.5,2851.5,0.5,75,10952
01/24/18,2853.25,2865.25,2836.25,2851,0.75,279,10929
01/23/18,2845.75,2854.75,2839.75,2850.25,4.75,912,10909
01/22/18,2813.5,2848.25,2812.25,2845.5,25,599,10912
01/19/18,2804.5,2823.75,2801.75,2820.5,15,301,10954
01/18/18,2814,2817.5,2803.5,2805.5,-7.5,540,10882
01/17/18,2791,2818,2788,2813,22,1566,11009
01/16/18,2803.25,2816.75,2780.75,2791,-5.5,192,9575
01/12/18,2776.75,2797.25,2774.75,2796.5,19.5,2985,9495
01/11/18,2756,2777.5,2755.5,2777,19,3283,6595
01/10/18,2757.75,2758.75,2744.75,2758,-1.5,1082,5547
01/09/18,2751.5,2766.5,2750.25,2759.5,5.5,1071,5387
01/08/18,2750,2755,2744.25,2754,4.25,1533,4369
01/05/18,2733,2749.75,2731,2749.75,19,230,3753
01/04/18,2718.75,2735,2715,2730.75,13.75,484,3710
01/03/18,2701.25,2719.75,2701.25,2717,18.25,163,3373
01/02/18,2683.5,2701,2680.75,2698.75,16.75,100,3266
12/29/17,2697.25,2704.25,2673.75,2682,-9.5,2150,3309
12/28/17,2692.75,2693.75,2689.25,2691.5,0.5,343,1663
12/27/17,2694.75,2696,2687.75,2691,-1.5,301,1364
12/26/17,2692.5,2694.5,2689.5,2692.5,1,441,1378
12/22/17,2694.5,2696.5,2688.5,2691.5,-1.5,240,996
12/21/17,2687,2700.75,2686.75,2693,6,31,964
12/20/17,2696.25,2700.25,2685.25,2687,-2.5,23,968
12/19/17,2700.75,2702.5,2688.25,2689.5,-9.75,123,968
12/18/17,2690,2701.75,2689.75,2699.25,12.25,14,946
12/15/17,2663.25,2687,2660.5,2687,26.25,11,948
12/14/17,2674.25,2677,2659.75,2660.75,-13.25,14,949
12/13/17,2670,2679.75,2665.75,2674,1.5,9,939
12/12/17,2671,2676.75,2669.25,2672.5,4,23,939
12/11/17,2658,2671.25,2658,2668.5,10.5,33,931
12/08/17,2648,2658,2648,2658,12.25,48,931
12/07/17,2642,2647,2636,2645.75,10.5,13,927
12/06/17,2633.25,2638.5,2627.75,2635.25,1.5,12,922
12/05/17,2645,2653.25,2633.75,2633.75,-9.75,21,920
12/04/17,2661.5,2668.75,2641,2643.5,-5.25,26,910
12/01/17,2649,2654.5,2616.75,2648.75,-4.25,14,917
11/30/17,2634.75,2660,2634.75,2653,23.25,40,913
11/29/17,2628.5,2635.75,2626.25,2629.75,-0.25,843,900
11/28/17,2601,2630,2598.25,2630,26,2,79
11/27/17,2604,2604.75,2604,2604,1,0,79
11/24/17,2597,2603,2597,2603,6.5,2,79
11/22/17,2596.5,2599.75,2596.5,2596.5,-1.5,1,77
11/21/17,2591,2601.5,2591,2598,14.5,11,77
11/20/17,2587,2588,2570.75,2583.5,6,21,66
11/17/17,2580.5,2581.5,2577.5,2577.5,-8.75,2,55
11/16/17,2586.25,2588,2565,2586.25,20.25,0,54
11/15/17,2566,2566,2561,2566,-13,0,54
11/14/17,2573.75,2579,2569.5,2579,-3.75,7,54
11/13/17,2585,2585,2575.25,2582.75,2.25,12,55
11/10/17,2578,2585.25,2575.25,2580.5,-4.25,4,53
11/09/17,2579.5,2594,2569,2584.75,-7,3,49
11/08/17,2591.75,2592,2582.5,2591.75,4.25,1,49
11/07/17,2587.5,2592.25,2584,2587.5,-2,7,50
11/06/17,2582.5,2589.5,2577.75,2589.5,6,7,48
11/03/17,2584.5,2587.75,2576,2583.5,6,4,53
11/02/17,2577.5,2577.5,2565.5,2577.5,2,0,51
11/01/17,2578.25,2586.25,2573.5,2575.5,2,4,51
10/31/17,2570.75,2574.25,2570.5,2573.5,4.5,2,50
10/30/17,2574.5,2576.25,2569,2569,-10,1,48
10/27/17,2579,2579,2560.25,2579,17,8,49
10/26/17,2562,2562,2562,2562,3,0,41
10/25/17,2562.75,2564.5,2545.25,2559,-8.75,22,41
10/24/17,2567.75,2567.75,2567.75,2567.75,4.25,4,28
10/23/17,2575.75,2576.75,2563.5,2563.5,-10.75,1,27
10/20/17,2574.25,2574.25,2574.25,2574.25,13.5,3,27
10/19/17,2549.5,2560.75,2546.25,2560.75,0.25,2,30
10/18/17,2560.5,2560.5,2560.5,2560.5,3.25,1,28
10/17/17,2557.25,2557.25,2557.25,2557.25,0.75,0,28
10/16/17,2556.5,2556.5,2556.5,2556.5,3.5,0,28
10/13/17,2550.25,2553,2550.25,2553,3.25,1,28
10/12/17,2549.75,2549.75,2549.75,2549.75,-3.5,0,29
10/11/17,2547.25,2553.25,2547.25,2553.25,4.75,2,29
10/10/17,2548.5,2548.5,2548,2548.5,4.75,0,29
10/09/17,2548,2548,2543.75,2543.75,-1.5,8,29
10/06/17,2545.25,2545.25,2545.25,2545.25,-4.75,0,26
10/05/17,2547,2550,2547,2550,14.25,1,26
10/04/17,2535.75,2535.75,2535.75,2535.75,3.75,2,27
10/03/17,2532,2532,2532,2532,6.5,0,26
10/02/17,2525.5,2525.5,2525.5,2525.5,10.75,0,26
09/29/17,2509,2514.75,2509,2514.75,8.5,3,26
09/28/17,2505,2506.25,2505,2506.25,3.5,4,26
09/27/17,2497,2504.5,2495.5,2502.75,8.75,5,26
09/26/17,2495,2495.5,2492.5,2494,-1.5,32,25
09/25/17,2495.5,2502,2487.25,2495.5,-2,0,29
09/22/17,2497.5,2497.5,2491.75,2497.5,-1.75,1,29
09/21/17,2499.25,2499.25,2499.25,2499.25,-4,6,28
09/20/17,2503.25,2503.25,2496,2503.25,0.5,3,22
09/19/17,2499.25,2502.75,2499.25,2502.75,2.25,1,19
09/18/17,2502,2502.25,2500,2500.5,6.25,3,20
09/15/17,2491.25,2494.25,2485.75,2494.25,2.75,2,19
09/14/17,2491.5,2491.5,2489.75,2491.5,-0.25,0,18
09/13/17,2491.75,2491.75,2487.5,2491.75,0.5,6,18
09/12/17,2489,2491.25,2488.5,2491.25,8.25,1,18
09/11/17,2483,2483,2483,2483,25,0,18
09/08/17,2458,2458,2458,2458,-3.75,0,18
09/07/17,2461.75,2461.75,2461.75,2461.75,1,0,18
09/06/17,2460.75,2460.75,2460.75,2460.75,5.75,0,18
09/05/17,2455,2455,2449.5,2455,-14.25,0,18
09/01/17,2469.25,2469.25,2469.25,2469.25,4.25,0,18
08/31/17,2465,2465,2465,2465,14.25,0,18
08/30/17,2450.75,2450.75,2450.75,2450.75,8.75,0,18
08/29/17,2430,2442,2429,2442,3,4,18
08/28/17,2439,2439,2439,2439,1.25,0,16
08/25/17,2437.75,2437.75,2437.75,2437.75,1.75,0,16
08/24/17,2436,2436,2435.25,2436,-0.75,0,16
08/23/17,2436.75,2436.75,2436.75,2436.75,-11.25,0,16
08/22/17,2448,2448,2448,2448,24.75,0,16
08/21/17,2423.25,2423.25,2421.75,2423.25,1.25,0,16
08/18/17,2422,2426,2420.75,2422,-2.75,0,16
08/17/17,2458,2458,2424.75,2424.75,-38.25,2,16
08/16/17,2463,2463,2463,2463,4,0,14
08/15/17,2459,2459,2459,2459,0.25,0,14
08/14/17,2458.75,2458.75,2458.75,2458.75,23.25,0,14
08/11/17,2435.5,2435.5,2435.5,2435.5,2.75,0,14
08/10/17,2456,2456,2432,2432.75,-35.5,21,14
08/09/17,2468.25,2468.25,2464.75,2468.25,0.25,0,2
08/08/17,2468,2468,2468,2468,-4.5,0,2
08/07/17,2472.5,2472.5,2472.5,2472.5,5.25,0,2
08/04/17,2467.25,2467.25,2467.25,2467.25,0.25,0,2
08/03/17,2467,2467,2467,2467,-1.75,0,2
08/02/17,2468.75,2468.75,2468.75,2468.75,1.25,0,2
08/01/17,2467.5,2467.5,2467.5,2467.5,4.5,0,2
07/31/17,2463,2463,2463,2463,-2.5,0,2
07/28/17,2465.5,2465.5,2465.5,2465.5,-1.5,0,2
07/27/17,2467,2467,2467,2467,-1.5,0,2
07/26/17,2468.5,2468.5,2468.5,2468.5,-0.75,0,2
07/25/17,2469.25,2469.25,2469.25,2469.25,5.75,0,2
07/24/17,2463.5,2463.5,2463.5,2463.5,-0.75,0,2
07/21/17,2464.25,2464.25,2464.25,2464.25,-1.75,0,2
07/20/17,2466,2466,2466,2466,0,0,2
07/19/17,2466,2466,2466,2466,13.5,0,2
07/18/17,2450,2452.5,2446,2452.5,-0.75,3,2
07/17/17,2453.25,2453.25,2453.25,2453.25,2.5,0,1
07/14/17,2450.75,2450.75,2450.75,2450.75,10.25,0,1
07/13/17,2440,2440.5,2435,2440.5,5.5,3,1
07/12/17,2435,2435,2435,2435,15.75,0,0
07/11/17,2419.25,2419.25,2417.25,2419.25,-0.75,0,0
07/10/17,2420,2420,2420,2420,2,0,0
07/07/17,2418,2418,2418,2418,14.25,0,0
07/06/17,2403.75,2403.75,2403.75,2403.75,-19.75,0,0
07/05/17,2423.5,2423.5,2423.5,2423.5,3,0,0
07/03/17,2420.5,2420.5,2420.5,2420.5,4.25,0,0
06/30/17,2416.25,2416.25,2416.25,2416.25,-0.25,0,0
06/29/17,2416.5,2416.5,2416.5,2416.5,-18.5,0,0
06/28/17,2435,2435,2435,2435,18,0,0
06/27/17,2417,2417,2417,2417,-15.25,0,0
06/26/17,2432.25,2432.25,2432.25,2432.25,1,0,0
06/23/17,2431.25,2431.25,2431.25,2431.25,3.25,0,0
06/22/17,2428,2428,2428,2428,-1.5,0,0
06/21/17,2429.5,2429.5,2429.5,2429.5,-3.75,0,0
06/20/17,2433.25,2433.25,2433.25,2433.25,-12,0,0
06/19/17,2445.25,2445.25,2445.25,2445.25,16.5,0,0
06/16/17,2428.75,2428.75,2425.5,2428.75,-1.25,0,0
06/15/17,2430,2430,2430,2430,-3,0,0
