,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
0,esu18,Unnamed: 0,7.886008242949949e-109,-1.3928169778858708,0.11386953448434677,2865.47358805721,-0.10393917173592611
1,clv18,Unnamed: 0,2.6592274792648784e-172,-0.07970590292889071,0.11386953448434675,71.09241131642135,0.30366572833609234
2,gcz18,Unnamed: 0,2.2789533115837352e-05,0.12339687872415864,0.11386953448434675,1286.5755214531785,-0.9565143018311845
3,nqu18,Unnamed: 0,2.4003444673731745e-167,-5.852788364156972,0.11386953448434675,7499.665977659464,0.21215266716139677
4,esu18,clv18,3.049575176173513e-97,16.374751857902826,0.4569969148834588,1687.8544940153024,-0.44447057177925314
5,gcz18,esu18,0.007141210387580701,-0.05072125284595716,1.0897441223311555,1440.0396561560235,-0.7690987830422554
6,esu18,nqu18,1.7819230129713974e-182,0.2462484202964586,0.6928113650164633,1026.149816619532,-0.20253529349293997
7,gcz18,clv18,0.04413584802146363,-0.7145016557370063,0.45699691488345867,1347.6039864319512,-0.702178185325329
8,nqu18,clv18,1.1417790509125292e-124,67.56471656224274,0.45699691488345867,2624.3351871770233,-0.3719560999445944
9,gcz18,nqu18,5.141869641636854e-05,-0.019316142030645685,0.6928113650164633,1433.0330471206921,-0.9042693271531286
