,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
0,AXISBANK,BANKBARODA,0.0,1.7200575379258338,1.0542001409242372,307.8536524183768,2.22
5,AXISBANK,KOTAKBANK,0.01,0.09104879934113358,1.0091687343979288,431.97950509671807,2.32
8,AXISBANK,SBIN,0.0,1.608650017450166,1.111739894406169,114.83011312999092,2.01
9,AXISBANK,YESBANK,0.0,0.8500878426032058,1.1091424619677166,254.3588694473458,2.84
