Time,Open,High,Low,Last,Change,Volume,"Open Interest"
05/16/18,76.71,77.92,76.37,77.86,0.87,51518,158021
05/15/18,76.64,77.69,76.29,76.99,0.47999999999999,38595,162403
05/14/18,75.58,76.77,75.09,76.51,0.89,23726,155789
05/11/18,75.93,76.03,75.48,75.62,-0.22,34403,152606
05/10/18,75.61,76.14,74.82,75.84,0.44,36480,146406
05/09/18,74.23,75.55,74.23,75.4,2.36,34112,142299
05/08/18,73.72,74.32,71.42,73.04,-1.29,34764,141102
05/07/18,73.2,74.41,73.02,74.33,1.33,16924,139066
05/04/18,71.62,73.13,71.33,73,1.4,27997,137170
05/03/18,71.03,71.95,70.66,71.6,0.19999999999999,68718,133563
05/02/18,71.35,71.69,70.55,71.4,0.16000000000001,30402,133596
05/01/18,72.63,72.82,70.9,71.24,-1.3,45464,134069
04/30/18,71.7,73.36,70.74,72.54,0.88000000000001,30235,132868
04/27/18,71.71,72,71.37,71.66,-0.079999999999998,26879,132119
04/26/18,71.4,71.99,71.25,71.74,0.52,36385,130525
04/25/18,71.15,71.3,70.37,71.22,0.22,26380,128255
04/24/18,72.21,72.42,70.82,71,-0.84999999999999,47129,126335
04/23/18,71.11,72.2,70.41,71.85,0.63,24822,116298
04/20/18,71.09,71.3,70.14,71.22,0.23999999999999,21988,111313
04/19/18,70.81,71.74,70.63,70.98,0.37,32177,107035
04/18/18,69.24,70.95,69.24,70.61,1.61,27965,104286
04/17/18,68.97,69.19,68.32,69,0.18000000000001,20392,101783
04/16/18,69.82,69.82,68.5,68.82,-0.92,26315,100714
04/13/18,69,69.89,68.75,69.74,0.52,25488,96089
04/12/18,69.38,69.79,68.58,69.22,-0.19,26982,93695
04/11/18,68.25,69.99,67.81,69.41,1.1,35032,93157
04/10/18,66.26,68.52,66.24,68.31,1.93,40219,92697
04/09/18,65.18,66.54,65.16,66.38,1.29,24662,93494
04/06/18,66.02,66.5,64.81,65.09,-1.21,20462,94147
04/05/18,66.15,66.67,65.67,66.3,0.39,20644,96753
04/04/18,66.04,66.13,64.77,65.91,-0.10000000000001,28933,96263
04/03/18,65.42,66.32,65.39,66.01,0.57000000000001,22168,93523
04/02/18,67.16,67.68,65.26,65.44,-1.65,11597,88176
03/29/18,66.83,67.41,66.2,67.09,0.42,16935,87238
03/28/18,66.95,67.34,65.98,66.67,-0.67,21466,85051
03/27/18,67.32,68.07,66.75,67.34,0.040000000000006,20128,81408
03/26/18,67.8,68.11,66.98,67.3,-0.32000000000001,15081,80540
03/23/18,66.57,67.65,66.32,67.62,1.21,25193,78669
03/22/18,67.18,67.19,66.12,66.41,-0.60000000000001,24721,77517
03/21/18,65.42,67.36,65.22,67.01,1.83,30575,76256
03/20/18,64.15,65.64,64.15,65.18,1.15,17236,74859
03/19/18,64.08,64.42,63.52,64.03,-0.33,9508,76468
03/16/18,63.43,64.47,63.23,64.36,0.9,18170,76891
03/15/18,63.29,63.66,63.05,63.46,0.12,11945,75226
03/14/18,63.23,63.57,62.58,63.34,0.17,19847,74334
03/13/18,63.32,64.07,62.6,63.17,-0.16,16117,72057
03/12/18,63.85,63.94,62.55,63.33,-0.3,8530,71822
03/09/18,62.19,63.71,62.09,63.63,1.63,17562,70600
03/08/18,62.74,62.79,61.89,62,-0.6,13338,67849
03/07/18,63.36,63.92,62.15,62.6,-1.28,9637,66049
03/06/18,63.84,64.1,63.42,63.88,0.23,11420,64893
03/05/18,62.78,63.82,62.2,63.65,1.19,8846,62102
03/02/18,62.23,62.69,61.35,62.46,0.48,10725,62705
03/01/18,62.57,62.99,61.32,61.98,-0.72000000000001,11071,62881
02/28/18,64.3,64.79,62.57,62.7,-1.83,12376,62216
02/27/18,65.24,65.24,64.27,64.53,-0.69,7281,62803
02/26/18,64.82,65.45,64.46,65.22,0.33,7696,62746
02/23/18,64.01,64.94,63.59,64.89,0.89,6215,62134
02/22/18,62.75,64.14,62.57,64,0.79,11858,61503
02/21/18,62.76,63.27,62.39,63.21,0.090000000000003,5046,60575
02/20/18,62.91,63.52,62.62,63.12,-0.11,6190,59848
02/19/18,62.76,63.42,62.53,63.23,0.82,2276,59630
02/16/18,62.04,62.57,61.75,62.41,0.52999999999999,5936,59597
02/15/18,62.26,62.59,60.92,61.88,-0.029999999999994,9711,59669
02/14/18,60.66,62.12,59.99,61.91,1.26,12956,60680
02/13/18,60.7,60.93,59.84,60.65,0.18,11718,61529
02/12/18,60.6,61.89,60.45,60.47,-0.060000000000002,11306,58773
02/09/18,61.98,62.2,59.83,60.53,-1.94,10548,59655
02/08/18,62.64,62.99,61.79,62.47,-0.52,12023,59490
02/07/18,64.4,64.8,62.67,62.99,-1.22,14418,58752
02/06/18,64.53,64.82,64.04,64.21,-0.83000000000001,9520,57550
02/05/18,65.41,65.75,64.41,65.04,-0.83999999999999,10945,57229
02/02/18,67.13,67.25,65.43,65.88,-1.08,10155,56350
02/01/18,66.27,67.21,66.19,66.96,0.67999999999999,11637,55412
01/31/18,65.55,66.33,65.48,66.28,0.29000000000001,9453,53448
01/30/18,66.48,66.54,65.57,65.99,-0.78,7997,50929
01/29/18,67.31,67.34,66.31,66.77,-0.63000000000001,7532,49992
01/26/18,67.16,67.58,67.05,67.4,0.12,10839,48623
01/25/18,67.47,67.73,66.99,67.28,0.13,9306,46467
01/24/18,66.78,67.44,66.46,67.15,0.25,6438,45367
01/23/18,66.42,67.11,66.29,66.9,0.7,5588,44312
01/22/18,65.97,66.6,65.76,66.2,0.28,6221,43935
01/19/18,65.93,66.28,65.62,65.92,-0.58,5501,44004
01/18/18,66.55,66.65,66.04,66.5,0.049999999999997,5235,43308
01/17/18,66.49,66.65,65.88,66.45,0.16,7596,43559
01/16/18,66.89,66.9,66.04,66.29,-0.86999999999999,6204,44083
01/15/18,66.37,67.2,66.34,67.16,0.61,2793,43985
01/12/18,66.1,66.56,65.67,66.55,0.50999999999999,8606,43863
01/11/18,65.89,66.55,65.87,66.04,-0.029999999999987,10276,42270
01/10/18,66.02,66.19,65.7,66.07,0.27999999999999,9598,41897
01/09/18,65.38,66.04,64.91,65.79,0.82000000000001,8245,40696
01/08/18,64.8,65.03,64.69,64.97,0.3,7112,39570
01/05/18,64.86,64.93,64.35,64.67,-0.2,5768,37965
01/04/18,64.63,65.01,64.47,64.87,0.19,7035,37290
01/03/18,63.91,64.75,63.82,64.68,0.77000000000001,7661,37400
01/02/18,63.86,64.24,63.69,63.91,-0.11,4816,36767
12/29/17,63.7,64.31,63.66,64.02,0.41999999999999,2729,36713
12/28/17,63.5,63.6,63.5,63.6,0.090000000000003,4168,36692
12/27/17,63.51,63.51,63.51,63.51,-0.35,1818,36416
12/26/17,63.86,63.86,63.86,63.86,1.38,2406,36541
12/22/17,62.04,62.48,61.94,62.48,0.31,1661,36194
12/21/17,62.39,62.39,62.17,62.17,0.31,2650,36664
12/20/17,62.02,62.08,61.86,61.86,0.43,3622,36379
12/19/17,61.43,61.43,61.43,61.43,0.49,1875,35431
12/18/17,60.99,60.99,60.69,60.94,0.48,2648,35115
12/15/17,60.46,60.46,60.46,60.46,-0.030000000000001,1642,35047
12/14/17,59.71,60.49,59.71,60.49,0.76000000000001,2929,34787
12/13/17,60.74,60.74,59.73,59.73,-0.95,6057,34570
12/12/17,61.81,62.15,60.68,60.68,-1.11,10020,34255
12/11/17,61.33,61.79,61.33,61.79,0.61,6535,35240
12/08/17,61.22,61.22,61.16,61.18,0.79,4118,35100
12/07/17,59.94,60.39,59.94,60.39,0.76,8048,35023
12/06/17,59.83,60.08,59.63,59.63,-1.25,8219,34296
12/05/17,60.88,60.88,60.88,60.88,0.44,4778,32917
12/04/17,60.58,60.58,60.44,60.44,-0.74,3436,32080
12/01/17,61.24,61.24,60.94,61.18,0.96,4906,30927
11/30/17,60.02,60.22,60.02,60.22,-0.11,3986,30652
11/29/17,60.58,60.8,60.33,60.33,-0.75,4208,30537
