Time,Open,High,Low,Last,Change,Volume,"Open Interest"
09/06/18,77.02,77.77,75.64,76.5,-0.77,274791,0
09/05/18,77.82,78.09,76.91,77.27,-0.90000000000001,277115,437953
09/04/18,78.19,79.72,77.44,78.17,0.019999999999996,320446,460796
09/03/18,77.69,78.44,77.3,78.15,0.51000000000001,110912,492697
08/31/18,77.81,78.22,77.23,77.64,-0.38,240820,494329
08/30/18,77.65,78.32,77.51,78.02,0.56,260166,492888
08/29/18,76.34,77.75,76.01,77.46,1.17,242175,463991
08/28/18,76.64,77.24,76.06,76.29,-0.20999999999999,221288,457122
08/27/18,75.83,76.64,75.71,76.5,0.37,83002,447715
08/24/18,75.13,76.74,75.06,76.13,1.04,213773,442830
08/23/18,75.07,75.18,74.58,75.09,0.02000000000001,171750,435956
08/22/18,73.05,75.29,72.97,75.07,2.16,215445,422105
08/21/18,72.52,73.26,72.39,72.91,0.34,147689,385690
08/20/18,72.06,72.96,71.66,72.57,0.5,166005,373824
08/17/18,71.67,72.75,71.57,72.07,0.31999999999999,132198,372176
08/16/18,71.03,71.83,70.73,71.75,0.65000000000001,143351,374100
08/15/18,72.57,72.76,70.67,71.1,-1.68,147626,368768
08/14/18,73.13,74.25,72.48,72.78,-0.14,110137,358646
08/13/18,73.3,73.36,71.34,72.92,-0.19,104641,358275
08/10/18,72.3,73.43,71.73,73.11,0.72,106349,347410
08/09/18,72.62,73.19,72.22,72.39,-0.25,101719,337289
08/08/18,74.98,75.21,72.02,72.64,-2.35,119586,322595
08/07/18,73.97,75.27,73.91,74.99,0.92,130390,313200
08/06/18,73.56,74.79,73.39,74.07,0.53999999999999,85936,300911
08/03/18,73.54,73.98,72.79,73.53,-0.15000000000001,80649,293139
08/02/18,72.75,73.97,72.14,73.68,1.01,107108,287366
08/01/18,74.25,74.27,72.43,72.67,-1.72,126156,283060
07/31/18,75.64,75.82,74.02,74.39,-1.36,91840,282146
07/30/18,74.97,75.97,74.87,75.75,0.77,53511,276602
07/27/18,75.3,75.6,74.59,74.98,-0.39999999999999,69711,276928
07/26/18,75.03,75.56,74.61,75.38,0.67999999999999,89290,271799
07/25/18,74.31,75.3,73.77,74.7,0.65000000000001,94043,266172
07/24/18,73.52,74.62,73.24,74.05,0.47,109345,260747
07/23/18,73.07,74.66,72.87,73.58,0.36,138335,253278
07/20/18,72.88,73.58,72.43,73.22,0.48,89037,242059
07/19/18,73.09,73.81,71.96,72.74,-0.27000000000001,98613,238418
07/18/18,71.95,73.38,71.38,73.01,0.71000000000001,104983,235431
07/17/18,71.99,72.83,71.33,72.3,0.45,96549,231763
07/16/18,74.9,75.21,71.55,71.85,-3.38,89546,231633
07/13/18,74.31,75.8,73.34,75.23,0.77000000000001,84779,231044
07/12/18,73.97,74.95,72.79,74.46,1.15,134927,222069
07/11/18,78.34,78.36,72.96,73.31,-5.09,168906,214492
07/10/18,77.83,79,77.81,78.4,0.74000000000001,74553,198345
07/09/18,76.82,77.94,76.68,77.66,0.94,48317,194475
07/06/18,77.06,77.11,75.94,76.72,-0.11,98898,194401
07/05/18,77.36,77.85,76.73,76.83,-0.73999999999999,45488,183575
07/04/18,77.13,77.6,76.93,77.57,0.47999999999999,11961,181889
07/03/18,76.8,77.83,76.01,77.09,0.40000000000001,49419,184075
07/02/18,77.79,78.23,76.57,76.69,-1.84,46930,185160
06/29/18,77,78.85,76.66,78.53,1.48,67833,188704
06/28/18,76.75,77.57,76.57,77.05,0.14999999999999,73568,176942
06/27/18,75.8,77.39,75.52,76.9,1.34,63974,173268
06/26/18,74,75.95,73.38,75.56,1.62,67979,167992
06/25/18,74.03,74.31,72.99,73.94,-0.69,47176,163355
06/22/18,72.37,74.82,72.29,74.63,2.48,56438,157918
06/21/18,73.31,73.54,72.04,72.15,-1.41,58093,154008
06/20/18,73.86,74.45,73.02,73.56,-0.27,62624,150551
06/19/18,74.13,74.18,73.22,73.83,-0.38,43587,148141
06/18/18,72.19,74.32,71.49,74.21,1.83,38101,143750
06/15/18,74.87,74.92,71.99,72.38,-2.52,43114,145935
06/14/18,75.64,75.89,74.72,74.9,-0.92999999999999,43699,148498
06/13/18,74.56,75.91,74.45,75.83,0.8,39986,149125
06/12/18,75.51,76.04,74.63,75.03,-0.5,30148,150186
06/11/18,75.49,75.85,74.68,75.53,-0.049999999999997,33718,152385
06/08/18,76.39,76.53,75.21,75.58,-0.7,41444,154367
06/07/18,74.69,76.39,74.27,76.28,2,52191,155215
06/06/18,74.37,75.36,73.53,74.28,-0.31999999999999,59947,154544
06/05/18,74.76,75.07,73.36,74.6,-0.060000000000002,76643,154371
06/04/18,75.7,76.1,74.56,74.66,-1.26,59105,151953
06/01/18,76.72,76.87,75.4,75.92,-0.61,45552,149255
05/31/18,76.49,77.96,75.96,76.53,-0.11,50275,144498
05/30/18,74.54,76.85,74.02,76.64,2.06,44105,147893
05/29/18,74.87,75.19,73.83,74.58,0.27,38707,152828
05/28/18,75.01,75.01,73.56,74.31,-1.09,5734,155358
05/25/18,77.71,77.79,75.02,75.4,-2.3,36706,155348
05/24/18,78.51,78.51,77.53,77.7,-0.91,28072,160320
05/23/18,78.3,78.66,77.16,78.61,0.25,31745,165498
05/22/18,78.2,79.15,78,78.36,0.34999999999999,37564,164134
05/21/18,77.6,78.36,77.03,78.01,0.62,35384,162835
05/18/18,78.22,78.59,77.27,77.39,-0.63,33476,159948
05/17/18,77.87,79.08,77.84,78.02,0.16,38589,159082
