,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
0,AXISBANK,BANKBARODA,3.37289834711683E-09,1.72005753792583,1.05420014092424,307.853652418377,2.22121771498454
1,HDFCBANK,AXISBANK,8.67560965475035E-06,0.945971207823058,1.15623229875559,1500.51226580721,-0.538629624275708
2,ICICIBANK,AXISBANK,9.31210200501295E-36,0.426406912624549,1.15623229875559,63.8069370470323,-0.620114695502317
3,AXISBANK,IDFCBANK,0.71231862764737,0.285504976335178,0.857083121766457,531.650134991709,2.3163136854036
4,INDUSINDBK,AXISBANK,0.000115885484668,0.786548098603217,1.15623229875559,1448.97997374635,-0.758539409741656
5,AXISBANK,KOTAKBANK,0.005167510447729,0.091048799341134,1.00916873439793,431.979505096718,2.32410867133435
6,AXISBANK,PNB,0.015978721506966,-0.849667215153846,0.785911843661765,619.935941151219,2.24587251400565
7,AXISBANK,RBLBANK,7.02363635965672E-20,0.618949793248924,1.0314479211362,215.541314234949,1.89832641896639
8,AXISBANK,SBIN,6.88944850231786E-35,1.60865001745017,1.11173989440617,114.830113129991,2.01026994210551
9,AXISBANK,YESBANK,1.52786365331789E-12,0.850087842603206,1.10914246196772,254.358869447346,2.83661114550457
10,HDFCBANK,BANKBARODA,7.73179718327407E-05,-3.0552883335138,1.05420014092424,2435.67335544269,0.641270362742338
11,ICICIBANK,BANKBARODA,1.40975990636442E-15,1.13998788257945,1.05420014092424,139.16870990457,1.38895354629
12,BANKBARODA,IDFCBANK,6.44366467163688E-15,1.50224093577727,0.857083121766457,70.429624756742,0.916417998935297
13,INDUSINDBK,BANKBARODA,0.032627571129792,-1.60250739712827,1.05420014092424,2097.55982524768,0.170502779222269
14,BANKBARODA,KOTAKBANK,3.67170727457411E-09,-0.050719039896049,1.00916873439793,200.148210517559,1.00325122826887
15,BANKBARODA,PNB,2.81261916980957E-12,0.63258069229332,0.785911843661765,81.2874524486301,1.29622032230934
16,BANKBARODA,RBLBANK,0.455007493011256,-0.01623438963019,1.0314479211362,146.148837245679,0.853066330665076
17,SBIN,BANKBARODA,2.71790592130273E-05,0.642485795269325,1.05420014092424,178.68171072623,1.23462222105788
18,YESBANK,BANKBARODA,0.432126576652212,-0.158902423537465,1.05420014092424,363.044072278107,-0.023806833741905
19,HDFCBANK,ICICIBANK,0.740638293540643,-0.141449518564935,1.2180510728314,2057.36142484127,0.397854398999536
20,HDFCBANK,IDFCBANK,1.18335634526991E-37,-19.3985277395229,0.857083121766457,2881.88359325924,0.729268983604286
21,HDFCBANK,INDUSINDBK,1.09550360890438E-38,0.887998840487145,1.63125356556649,348.568565017699,0.614258457780177
22,HDFCBANK,KOTAKBANK,7.31340220253165E-56,0.904147837433566,1.00916873439793,899.10938907428,0.313380108541587
23,HDFCBANK,PNB,1.4833380033198E-34,-8.71736307165781,0.785911843661765,2790.46446399458,-0.210164471123461
24,HDFCBANK,RBLBANK,7.62474786212009E-35,1.92366255196151,1.0314479211362,993.420811585676,-1.33280227216513
25,HDFCBANK,SBIN,1.7628577404709E-10,2.56242365003172,1.11173989440617,1331.23483583758,-0.432400735319865
26,HDFCBANK,YESBANK,1.293805982284E-37,3.29184180517271,1.10914246196772,892.352563105262,0.763094904319782
27,ICICIBANK,IDFCBANK,4.06238862533955E-06,1.77122378674289,0.857083121766457,216.83651675934,1.67179935529244
28,INDUSINDBK,ICICIBANK,0.673890063326745,-0.170978290261224,1.2180510728314,1927.77780847773,0.085208240331966
29,ICICIBANK,KOTAKBANK,0.132981627300773,-0.025495077926384,1.00916873439793,327.423368695572,1.6112575010906
30,ICICIBANK,PNB,0.036796246597966,0.380869175520681,0.785911843661765,262.084622545315,1.69604271553734
31,ICICIBANK,RBLBANK,0.000221436728797,0.145813283754106,1.0314479211362,218.470027733718,1.20459551372716
32,ICICIBANK,SBIN,4.31075523402302E-22,0.71341244689799,1.11173989440617,105.434955765421,0.792207285550901
33,ICICIBANK,YESBANK,0.009361945857092,0.174051462922156,1.10914246196772,236.558632602812,1.62248481603978
34,INDUSINDBK,IDFCBANK,1.38246746549742E-24,-16.1438393565347,0.857083121766457,2598.19919920338,0.099183792883637
35,KOTAKBANK,IDFCBANK,2.69707877273081E-45,-20.5803807173375,0.857083121766457,2153.91136603795,0.615411332796905
36,IDFCBANK,PNB,3.01858633157718E-40,0.392619059165783,0.785911843661765,9.75891124058846,1.04793291210155
37,RBLBANK,IDFCBANK,1.11036287026274E-09,-4.83134054280215,0.857083121766457,747.098436967441,1.58801980775794
38,SBIN,IDFCBANK,0.138652299982756,-0.582829121373168,0.857083121766457,293.068905845445,1.44203777018547
39,YESBANK,IDFCBANK,1.35740665478561E-14,-3.50704708632527,0.857083121766457,497.824159506211,-0.054460317035603
40,INDUSINDBK,KOTAKBANK,1.77905321365903E-39,0.796596394818675,1.00916873439793,893.585406620364,-0.344872531527447
41,INDUSINDBK,PNB,7.69629998043219E-30,-7.92992738688867,0.785911843661765,2582.13982375883,-0.683007572834804
42,INDUSINDBK,RBLBANK,4.13506614631167E-26,1.67037912801015,1.0314479211362,989.672786508174,-1.49429374627988
43,INDUSINDBK,SBIN,7.57611512181075E-07,1.94393781834736,1.11173989440617,1358.07184257055,-0.602008266174897
44,INDUSINDBK,YESBANK,3.76738443688313E-22,2.63807455213425,1.10914246196772,977.089801141232,0.115448834954867
45,KOTAKBANK,PNB,1.08757019370346E-38,-9.11225988882255,0.785911843661765,2044.81384006572,-0.448868815619511
46,RBLBANK,KOTAKBANK,1.74947384434323E-26,0.316944377955559,1.00916873439793,139.974446730398,1.78060870440899
47,SBIN,KOTAKBANK,3.97819856501899E-05,0.067146457867293,1.00916873439793,184.129730528717,1.42473622494114
48,YESBANK,KOTAKBANK,7.77733323831621E-25,0.185013901303258,1.00916873439793,112.746529292006,-0.381569637888682
49,RBLBANK,PNB,1.57575983946409E-17,-2.9255938081096,0.785911843661765,791.401674765065,1.28892137070207
50,SBIN,PNB,0.014492809949062,-0.439787249157085,0.785911843661765,306.135014217547,1.33252110412382
51,YESBANK,PNB,9.47892904043196E-19,-1.79500812493803,0.785911843661765,500.765575559029,-0.611786781898459
52,SBIN,RBLBANK,1.85342066390653E-21,0.325291542796513,1.0314479211362,94.2046447095632,0.66370003194223
53,YESBANK,RBLBANK,1.12984325581021E-29,0.466586471597098,1.0314479211362,93.2847831225385,-1.82382730968154
54,SBIN,YESBANK,1.06862613474263E-12,0.436270207296563,1.10914246196772,118.186804721491,1.76736486230579
