Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2017-07-05,2422.75,2430.0,2417.5,2426.25,3.0,2426.0,2246.0,22336.0
2017-07-06,2426.0,2428.25,2403.5,2406.5,19.5,2406.5,3819.0,22777.0
2017-07-07,2407.75,2422.75,2404.0,2421.0,14.0,2420.5,2948.0,24043.0
2017-07-10,2421.75,2427.75,2417.5,2422.0,2.0,2422.5,1419.0,25377.0
2017-07-11,2421.0,2425.25,2408.5,2423.0,0.25,2422.25,2401.0,25474.0
2017-07-12,2423.75,2441.5,2420.25,2438.75,15.75,2438.0,2004.0,26277.0
2017-07-13,2438.25,2444.75,2437.0,2444.0,5.5,2443.5,1452.0,26304.0
2017-07-14,2443.5,2458.75,2440.0,2455.0,10.5,2454.0,2041.0,26687.0
2017-07-17,2451.75,2458.0,2448.75,2457.25,2.5,2456.5,1711.0,27027.0
2017-07-18,2456.75,2458.75,2445.75,2458.0,1.0,2455.5,1577.0,27750.0
2017-07-19,2457.0,2470.0,2455.75,2469.25,13.75,2469.25,1579.0,27889.0
2017-07-20,2468.25,2474.0,2463.5,2470.75,0.25,2469.0,2394.0,28293.0
2017-07-21,2469.5,2473.0,2460.75,2467.75,1.75,2467.25,1259.0,28482.0
2017-07-24,2467.25,2468.25,2461.25,2465.25,1.0,2466.25,1460.0,28405.0
2017-07-25,2465.25,2476.75,2464.25,2473.5,6.0,2472.25,4731.0,28828.0
2017-07-26,2472.25,2477.5,2470.0,2472.25,0.75,2471.5,4239.0,31477.0
2017-07-27,2472.5,2478.5,2455.25,2470.0,1.5,2470.0,3031.0,32649.0
2017-07-28,2468.5,2469.25,2459.25,2468.5,1.75,2468.25,3068.0,33521.0
2017-07-31,2467.0,2472.75,2463.5,2466.25,2.25,2466.0,1945.0,35397.0
2017-08-01,2466.0,2475.0,2464.5,2472.25,4.25,2470.25,2111.0,36329.0
2017-08-02,2473.0,2473.75,2461.25,2471.5,1.25,2471.5,4241.0,36238.0
2017-08-03,2470.75,2472.25,2464.25,2469.0,1.75,2469.75,5875.0,38405.0
2017-08-04,2469.0,2475.5,2466.0,2470.0,0.25,2470.0,3795.0,41467.0
2017-08-07,2470.0,2476.25,2470.0,2475.75,5.5,2475.5,3155.0,42524.0
2017-08-08,2475.25,2486.25,2465.25,2469.5,4.75,2470.75,8770.0,43733.0
2017-08-09,2468.75,2472.5,2457.25,2472.25,0.25,2471.0,8847.0,47104.0
2017-08-10,2471.0,2471.75,2431.0,2432.25,35.5,2435.5,14455.0,51581.0
2017-08-11,2432.75,2444.25,2428.25,2438.5,2.75,2438.25,8920.0,59379.0
2017-08-14,2439.75,2464.5,2439.75,2463.0,23.25,2461.5,8344.0,63334.0
2017-08-15,2462.0,2471.0,2458.25,2462.75,0.25,2461.75,6270.0,65333.0
2017-08-16,2463.5,2472.0,2459.75,2464.75,3.75,2465.5,5521.0,68935.0
2017-08-17,2464.0,2466.25,2421.75,2425.5,38.0,2427.5,17861.0,70568.0
2017-08-18,2423.0,2437.25,2417.5,2423.25,2.75,2424.75,10613.0,80680.0
2017-08-21,2426.0,2429.25,2414.0,2426.5,1.25,2426.0,6392.0,82400.0
2017-08-22,2425.5,2452.0,2425.5,2451.75,24.75,2450.75,14769.0,82686.0
2017-08-23,2451.0,2452.5,2436.75,2437.5,11.25,2439.5,8364.0,91338.0
2017-08-24,2437.75,2446.75,2432.75,2440.25,0.75,2438.75,12407.0,94925.0
2017-08-25,2441.75,2451.25,2435.25,2440.5,1.75,2440.5,19054.0,99844.0
2017-08-28,2440.5,2447.0,2434.25,2442.0,1.25,2441.75,16678.0,100289.0
2017-08-29,2433.25,2446.25,2419.25,2445.0,3.25,2445.0,23055.0,108841.0
2017-08-30,2445.0,2457.75,2440.75,2453.75,8.75,2453.75,18925.0,117878.0
2017-08-31,2453.25,2472.25,2453.0,2468.25,14.25,2468.0,42085.0,122290.0
2017-09-01,2468.25,2477.75,2468.25,2472.0,4.25,2472.25,25393.0,147656.0
2017-09-05,2460.25,2469.5,2443.75,2458.0,14.25,2458.0,80772.0,159180.0
2017-09-06,2458.25,2467.25,2454.75,2462.0,5.75,2463.75,222038.0,196874.0
2017-09-07,2462.25,2467.0,2455.75,2464.75,1.0,2464.75,690450.0,332843.0
2017-09-08,2464.75,2465.75,2455.25,2461.0,3.75,2461.0,1456824.0,719665.0
2017-09-11,2467.75,2487.25,2466.75,2486.5,24.75,2485.75,1883953.0,1244827.0
2017-09-12,2486.5,2495.0,2485.25,2494.75,8.5,2494.25,1731940.0,1942428.0
2017-09-13,2495.25,2495.5,2489.0,2495.0,0.5,2494.75,1411197.0,2617586.0
2017-09-14,2494.5,2496.25,2487.5,2494.0,0.5,2494.25,1350493.0,2954281.0
2017-09-15,2493.75,2500.0,2487.0,2499.75,3.0,2497.25,1329499.0,3059813.0
2017-09-18,2498.0,2504.75,2497.0,2502.25,5.75,2501.75,829.0,11687.0
2017-09-19,2502.5,2505.25,2500.5,2502.75,2.25,2504.0,1212.0,11697.0
2017-09-20,2502.0,2506.0,2493.75,2504.0,0.5,2504.5,1153.0,12177.0
2017-09-21,2503.5,2505.25,2496.0,2500.0,4.25,2500.25,616.0,12282.0
2017-09-22,2499.75,2500.25,2491.5,2499.0,1.5,2498.75,1322.0,12405.0
2017-09-25,2497.75,2503.5,2484.75,2497.25,2.25,2496.5,1121.0,13733.0
2017-09-26,2497.25,2500.5,2491.75,2494.75,1.5,2495.0,1681.0,13845.0
2017-09-27,2494.5,2508.5,2492.5,2503.0,8.75,2503.75,1869.0,14019.0
2017-09-28,2502.25,2507.5,2498.5,2507.25,3.5,2507.25,3527.0,14367.0
2017-09-29,2506.0,2517.25,2504.5,2517.0,8.25,2515.5,1859.0,16573.0
2017-10-02,2517.5,2527.25,2517.0,2527.25,10.5,2526.0,2398.0,17614.0
2017-10-03,2526.75,2533.25,2525.25,2532.75,6.5,2532.5,3161.0,18518.0
2017-10-04,2532.0,2537.5,2529.0,2535.75,3.5,2536.0,979.0,20567.0
2017-10-05,2535.25,2550.75,2534.25,2549.5,14.0,2550.0,3815.0,20757.0
2017-10-06,2549.25,2550.25,2542.0,2545.25,4.5,2545.5,4401.0,22011.0
2017-10-09,2544.25,2550.5,2539.75,2543.75,1.5,2544.0,2078.0,23902.0
2017-10-10,2543.5,2553.5,2543.25,2549.5,4.75,2548.75,1958.0,24162.0
2017-10-11,2549.0,2553.5,2544.5,2552.75,4.5,2553.25,3358.0,24906.0
2017-10-12,2552.5,2553.5,2546.75,2549.0,3.5,2549.75,1514.0,26775.0
2017-10-13,2549.0,2556.0,2547.5,2553.0,3.25,2553.0,2991.0,27404.0
2017-10-16,2553.25,2558.0,2551.25,2556.0,3.5,2556.5,2627.0,28257.0
2017-10-17,2555.5,2558.0,2553.0,2557.25,0.75,2557.25,4933.0,29411.0
2017-10-18,2557.5,2562.5,2557.0,2560.75,3.25,2560.5,2224.0,30229.0
2017-10-19,2560.5,2561.5,2543.25,2561.5,0.5,2561.0,6529.0,31524.0
2017-10-20,2561.0,2574.75,2560.0,2574.0,13.5,2574.5,4916.0,34945.0
