,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
9,YESBANK,AXISBANK,0.0,0.31,1.11,170.31,-2.26
42,INDUSINDBK,RBLBANK,0.0,1.48,1.04,1091.09,-2.39
53,YESBANK,RBLBANK,0.0,0.44,1.04,108.03,-2.64
