,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
0,AXISBANK,BANKBARODA,0.0,1.85,1.05,292.37,2.4
5,AXISBANK,KOTAKBANK,0.01,0.09,1.05,430.27,2.59
6,AXISBANK,PNB,0.01,-1.06,0.86,639.4,2.41
7,AXISBANK,RBLBANK,0.0,0.67,1.04,189.17,2.04
8,AXISBANK,SBIN,0.0,1.66,1.1,102.54,3.11
