Time,Open,High,Low,Last,Change,Volume
09/07/18,221.85,225.37,221.54,223.59,0.49000000000001,17221380
09/06/18,226.23,227.35,221.3,223.1,-3.77,34289900
09/05/18,228.99,229.67,225.1,226.87,-1.49,33332900
09/04/18,228.41,229.18,226.63,228.36,0.73000000000002,27390100
08/31/18,226.51,228.87,226,227.63,2.6,43340100
08/30/18,223.25,228.26,222.4,225.03,2.05,48793800
08/29/18,220.15,223.49,219.41,222.98,3.28,27254800
08/28/18,219.01,220.54,218.92,219.7,1.76,22776700
08/27/18,217.15,218.74,216.33,217.94,1.78,20525100
08/24/18,216.6,216.9,215.11,216.16,0.66999999999999,18476300
08/23/18,214.65,217.05,214.6,215.49,0.44,18883200
08/22/18,214.1,216.36,213.84,215.05,0.010000000000019,19018100
08/21/18,216.8,217.19,214.025,215.04,-0.42000000000002,26159700
08/20/18,218.1,219.18,215.11,215.46,-2.12,30287600
08/17/18,213.44,217.95,213.16,217.58,4.26,35426900
08/16/18,211.75,213.81,211.47,213.32,3.08,28500300
08/15/18,209.22,210.74,208.33,210.24,0.49000000000001,28807500
08/14/18,210.15,210.56,208.26,209.75,0.88,20748000
08/13/18,207.7,210.95,207.7,208.87,1.34,25890800
08/10/18,207.36,209.1,206.67,207.53,-1.35,24611200
08/09/18,207.28,209.78,207.2,208.88,1.63,23492600
08/08/18,206.05,207.81,204.52,207.25,0.13999999999999,22525400
08/07/18,209.32,209.5,206.76,207.11,-1.96,25587300
08/06/18,208,209.25,207.07,209.07,1.08,25425300
08/03/18,207.03,208.74,205.48,207.99,0.60000000000002,33447300
08/02/18,200.58,208.38,200.35,207.39,5.89,62404000
08/01/18,199.13,201.76,197.31,201.5,11.21,67935696
07/31/18,190.3,192.14,189.34,190.29,0.38,39373000
07/30/18,191.9,192.2,189.07,189.91,-1.07,21029500
07/27/18,194.99,195.19,190.1,190.98,-3.23,24023900
07/26/18,194.61,195.96,193.61,194.21,-0.60999999999999,19075900
07/25/18,193.06,194.85,192.43,194.82,1.82,16826400
07/24/18,192.45,193.66,192.05,193,1.39,18697800
07/23/18,190.68,191.96,189.56,191.61,0.17000000000002,15989300
07/20/18,191.78,192.43,190.17,191.44,-0.44,20706000
07/19/18,189.69,192.55,189.69,191.88,1.48,20286700
07/18/18,191.78,191.8,189.93,190.4,-1.05,16393300
07/17/18,189.75,191.87,189.2,191.45,0.53999999999999,15534500
07/16/18,191.52,192.65,190.415,190.91,-0.42000000000002,15043100
07/13/18,191.08,191.84,190.9,191.33,0.30000000000001,12519700
07/12/18,189.53,191.41,189.31,191.03,3.15,18041100
07/11/18,188.5,189.78,187.61,187.88,-2.47,18831400
07/10/18,190.71,191.28,190.18,190.35,-0.23000000000002,15939100
07/09/18,189.5,190.68,189.3,190.58,2.61,19756600
07/06/18,185.42,188.43,185.2,187.97,2.57,17485200
07/05/18,185.26,186.41,184.28,185.4,1.48,16604200
07/03/18,187.79,187.95,183.54,183.92,-3.26,13954800
07/02/18,183.82,187.3,183.42,187.18,2.07,17731300
06/29/18,186.29,187.19,182.91,185.11,-0.38999999999999,22737600
06/28/18,184.1,186.21,183.8,185.5,1.34,17365200
06/27/18,185.23,187.28,184.03,184.16,-0.27000000000001,25285300
06/26/18,182.99,186.53,182.54,184.43,2.26,24569200
06/25/18,183.4,184.92,180.73,182.17,-2.75,31663000
06/22/18,186.12,186.15,184.7,184.92,-0.54000000000002,27200400
06/21/18,187.25,188.35,184.94,185.46,-1.04,25711800
06/20/18,186.35,187.2,185.73,186.5,0.81,20628700
06/19/18,185.14,186.33,183.45,185.69,-3.05,33578400
06/18/18,187.88,189.22,187.2,188.74,-0.099999999999994,18484800
06/15/18,190.03,190.16,188.26,188.84,-1.96,61719100
06/14/18,191.55,191.57,190.22,190.8,0.10000000000002,21610000
06/13/18,192.42,192.88,190.44,190.7,-1.58,21638300
06/12/18,191.38,192.61,191.15,192.28,1.05,16911100
06/11/18,191.35,191.97,190.21,191.23,-0.47,18308400
06/08/18,191.17,192,189.77,191.7,-1.76,26656800
06/07/18,194.14,194.2,192.335,193.46,-0.51999999999998,21347100
06/06/18,193.63,194.08,191.92,193.98,0.66999999999999,20933600
06/05/18,193.07,193.94,192.36,193.31,1.48,21565900
06/04/18,191.63,193.42,191.35,191.83,1.59,26266100
06/01/18,187.99,190.26,187.75,190.24,3.37,23442500
