,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error,Alpha:YPrice
0,BANKNIFTY,AXISBANK,0.0,22.27,0.76,13526.07,-2.52,53.84614159718311
26,BANKBARODA,PNB,0.0,0.35,0.19,103.54,-2.66,104.06030150753769
