,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error
10,BANKNIFTY,YESBANK,0.0,31.94,0.95,15374.82,3.31
37,HDFCBANK,YESBANK,0.0,2.61,0.95,1114.31,3.05
