,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error
59,YESBANK,KOTAKBANK,0.0,0.12,0.79,190.28,-4.58
64,YESBANK,RBLBANK,0.0,0.33,0.92,161.6,-4.93
65,YESBANK,SBIN,0.0,0.5,0.9,202.55,-4.39
