,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
0,AXISBANK,BANKBARODA,0.0,2.67,1.3,220.68,2.47
12,IDFCBANK,BANKBARODA,0.0,0.2,1.3,15.45,2.39
17,SBIN,BANKBARODA,0.0,1.24,1.3,116.54,2.91
