,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
14,KOTAKBANK,BANKBARODA,0.0,-2.36,1.3,1631.75,-3.75
47,KOTAKBANK,SBIN,0.0,-1.91,2.06,1857.4,-3.05
