,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error,Alpha:YPrice
32,HDFCBANK,INDUSINDBK,0.0,0.9,0.64,325.42,3.35,16.558286266727727
