,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error,Alpha:YPrice
44,EICHERMOT,BAJAJ-AUTO,0.0005,1.56,0.82,24724.03,-2.62,99.89708883007738
46,HEROMOTOCO,BAJAJ-AUTO,0.0,0.36,0.82,2555.94,-2.75,85.97174571140263
55,EICHERMOT,BHARATFORG,0.0,2.78,0.23,27172.45,-2.67,109.78989474534842
65,EICHERMOT,BOSCHLTD,0.0,0.27,0.61,23870.29,-2.87,96.4475645972646
78,EICHERMOT,M&M,0.0,3.04,0.23,26167.6,-2.77,105.72981272348936
81,EICHERMOT,TVSMOTOR,0.0,6.63,0.52,25160.69,-2.6,101.6614073011576
93,HEROMOTOCO,M&M,0.0,0.33,0.23,3270.01,-2.92,109.99024554322231
96,HEROMOTOCO,TVSMOTOR,0.0,1.15,0.52,2886.85,-2.79,97.10225361587622
