Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2017-06-26,1258.1,1259.0,1236.5,1245.3,,1246.4,219851.0,300446.0
2017-06-27,1245.2,1253.8,1241.8,1247.5,0.5,1246.9,205086.0,299282.0
2017-06-28,1247.3,1255.7,1246.7,1249.4,2.2,1249.1,188769.0,300996.0
2017-06-29,1253.9,1256.5,1243.5,1249.2,3.3,1249.5,940.0,15915.0
2017-06-30,1250.1,1251.9,1242.8,1245.0,3.5,1246.0,2537.0,16252.0
2017-07-03,1245.7,1246.2,1222.2,1222.7,23.1,1222.9,5380.0,15903.0
2017-07-05,1225.5,1231.8,1220.4,1230.2,2.4,1225.3,7006.0,17532.0
2017-07-06,1230.2,1232.0,1225.6,1228.0,1.6,1226.9,1120.0,18177.0
2017-07-07,1228.5,1231.0,1210.1,1216.0,13.6,1213.3,1944.0,18441.0
2017-07-10,1216.0,1217.9,1207.6,1217.2,3.5,1216.8,10061.0,18690.0
2017-07-11,1216.0,1220.3,1211.0,1220.2,1.5,1218.3,5037.0,20033.0
2017-07-12,1220.0,1228.5,1216.2,1223.2,4.4,1222.7,2837.0,20704.0
2017-07-13,1221.6,1226.6,1219.2,1220.4,1.9,1220.8,2482.0,21632.0
2017-07-14,1220.6,1235.6,1217.4,1231.3,10.2,1231.0,3563.0,22055.0
2017-07-17,1230.6,1238.8,1230.6,1236.5,6.2,1237.2,2556.0,22467.0
2017-07-18,1237.2,1247.3,1235.7,1245.2,8.1,1245.3,3028.0,23224.0
2017-07-19,1245.8,1246.7,1238.6,1244.1,,1245.3,3202.0,24116.0
2017-07-20,1244.0,1250.2,1238.0,1247.3,3.4,1248.7,7181.0,24152.0
2017-07-21,1247.0,1258.8,1246.3,1258.0,9.2,1257.9,6030.0,24896.0
2017-07-24,1258.1,1262.0,1255.3,1258.9,0.3,1257.6,9002.0,26132.0
2017-07-25,1259.5,1261.2,1252.1,1252.8,2.2,1255.4,6278.0,28847.0
2017-07-26,1252.9,1266.6,1246.6,1264.0,2.9,1252.5,10307.0,30319.0
2017-07-27,1263.7,1268.1,1257.1,1261.8,10.7,1263.2,14712.0,38052.0
2017-07-28,1261.9,1273.7,1260.3,1272.5,8.7,1271.9,19291.0,41320.0
