,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error,Alpha:YPrice
60,MARUTI,BHARATFORG,0.0015,2.21,0.89,7355.49,-3.24,106.98116500618136
86,M&M,EXIDEIND,0.0,3.02,0.76,97.2,-3.89,13.312333082243375
105,MARUTI,M&M,0.0071,1.33,0.79,7724.64,-3.43,112.35022907424913
111,MARUTI,TVSMOTOR,0.0012,2.53,0.88,7338.07,-3.34,106.72780161442805
112,MARUTI,TATAMTRDVR,0.0,6.81,0.43,7684.51,-3.0,111.76656243182316
