,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error,Alpha:YPrice
32,EICHERMOT,ASHOKLEY,0.0,97.02,0.74,15191.6,-2.8,67.94871508154999
55,EICHERMOT,BHARATFORG,0.0,13.66,0.89,19076.08,-2.51,85.32314731778445
78,EICHERMOT,M&M,0.0035,5.03,0.79,24083.93,-2.93,107.72216867308212
81,EICHERMOT,TVSMOTOR,0.0001,10.75,0.88,21898.04,-2.8,97.94515921985737
94,MARUTI,HEROMOTOCO,0.0,1.2,1.13,4704.29,-2.72,68.42106028652462
112,MARUTI,TATAMTRDVR,0.0,6.81,0.43,7684.51,-3.0,111.76656243182316
113,MARUTI,TATAMOTORS,0.0,4.03,0.46,7626.76,-2.97,110.92662351828956
