,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error,Alpha:YPrice
26,BANKBARODA,PNB,0.0,0.44,0.28,95.51,-2.59,101.66045769026077
51,INDUSINDBK,KOTAKBANK,0.0,0.92,0.84,727.18,-2.74,45.66136071080971
53,INDUSINDBK,RBLBANK,0.0,1.7,0.91,940.16,-2.59,59.03488116542652
