,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error
2,HCLTECH,KPIT,0.0,0.45,0.54,855.03,2.78
3,HCLTECH,MINDTREE,0.0,0.15,0.5,833.62,2.51
6,HCLTECH,TATAELXSI,0.0,0.1,0.57,845.58,2.84
28,TECHM,KPIT,0.0,1.17,0.54,359.96,2.57
