,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error
10,MARUTI,AMARAJABAT,0.0,2.23,1.71,7180.83,-2.76
49,MARUTI,BAJAJ-AUTO,0.0,0.48,1.22,7587.97,-2.9
75,EICHERMOT,EXIDEIND,0.01,9.13,0.74,26420.14,-2.54
85,MRF,EXIDEIND,0.0,53.94,0.74,60365.55,-2.85
96,HEROMOTOCO,TVSMOTOR,0.0,2.09,0.8,2233.34,-2.54
99,MRF,M&M,0.0,14.19,0.77,61705.5,-2.82
114,MOTHERSUMI,TVSMOTOR,0.0,0.39,0.8,83.93,-2.95
