,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error
10,BANKNIFTY,YESBANK,0.0,29.51,0.9,16214.55,3.54
37,HDFCBANK,YESBANK,0.0,2.38,0.9,1191.73,3.18
