,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error
15,APOLLOTYRE,ASHOKLEY,0.0,0.53,0.77,196.95,-2.72
17,APOLLOTYRE,BHARATFORG,0.0,0.1,0.95,202.29,-2.66
28,APOLLOTYRE,TATAMOTORS,0.0,0.08,0.45,242.47,-2.58
32,EICHERMOT,ASHOKLEY,0.0,70.48,0.77,19043.56,-2.83
35,MRF,ASHOKLEY,0.0,68.95,0.77,64242.26,-2.57
55,EICHERMOT,BHARATFORG,0.0,5.18,0.95,25085.82,-2.61
96,HEROMOTOCO,TVSMOTOR,0.0,2.12,0.79,2209.76,-2.51
114,MOTHERSUMI,TVSMOTOR,0.0,0.39,0.79,80.5,-2.92
