,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error
29,YESBANK,BANKBARODA,0.0,0.5,0.72,267.1,-3.8
59,YESBANK,KOTAKBANK,0.0,0.13,0.8,178.95,-4.57
