,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error
117,TVSMOTOR,TATAMTRDVR,0.0,1.64,0.43,318.67,2.92
118,TVSMOTOR,TATAMOTORS,0.0,1.01,0.45,292.6,2.93
