,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error
10,MARUTI,AMARAJABAT,0.0,2.66,1.7,6821.35,-3.68
24,MARUTI,APOLLOTYRE,0.0,8.8,1.27,6604.78,-3.04
49,MARUTI,BAJAJ-AUTO,0.0,0.53,1.21,7425.94,-3.93
85,MRF,EXIDEIND,0.0,50.3,0.74,61158.1,-3.32
99,MRF,M&M,0.0,13.65,0.77,62062.8,-3.09
100,MARUTI,MRF,0.0,0.04,1.64,5863.46,-3.1
110,MARUTI,MOTHERSUMI,0.0,4.78,0.84,7438.9,-3.4
112,MARUTI,TATAMTRDVR,0.01,2.22,0.43,8577.4,-3.66
113,MARUTI,TATAMOTORS,0.01,1.34,0.45,8549.27,-3.69
