,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Current_STD_Error
0,esu18,nqu18,0.00,0.24,2.00,1039.04,1.59
1,ymu18,esu18,0.00,7.10,3.11,5346.87,1.60
2,ymu18,nqu18,0.00,1.58,2.00,13695.35,1.59
